frame,x,y,width,height,box_area,smoothed_area,area_ratio,speed,max_approach_speed,approach_duration,status,is_approaching,overtake_chance,overtake_status,duration_penalty,size_score,speed_score,tracking
159,803,477,149,103,15347,15347.0,2.170721357850071,0.0,0.0,0,MOVING AWAY,False,36,📉 LOW OVERTAKE CHANCE,0,22.357378595002363,0,success
160,802,477,149,103,15347,15347.0,2.170721357850071,0.0,0.0,0,MOVING AWAY,False,36,📉 LOW OVERTAKE CHANCE,0,22.357378595002363,0,success
161,801,477,149,103,15347,15347.0,2.170721357850071,0.0,0.0,0,MOVING AWAY,False,36,📉 LOW OVERTAKE CHANCE,0,22.357378595002363,0,success
162,804,480,142,98,13916,15060.8,2.13024045261669,-715.5,0.0,0,MOVING AWAY,False,35,📉 LOW OVERTAKE CHANCE,0,21.008015087223,0,success
163,800,477,149,103,15347,15060.8,2.13024045261669,0.0,0.0,0,MOVING AWAY,False,35,📉 LOW OVERTAKE CHANCE,0,21.008015087223,0,success
164,803,480,142,98,13916,14774.6,2.0897595473833097,0.0,0.0,0,MOVING AWAY,False,32,📉 LOW OVERTAKE CHANCE,0,19.658651579443656,0,success
165,802,480,142,98,13916,14488.4,2.0492786421499294,-715.5,0.0,0,MOVING AWAY,False,31,📉 LOW OVERTAKE CHANCE,0,18.309288071664312,0,success
166,802,480,142,98,13916,14202.2,2.008797736916549,0.0,0.0,0,MOVING AWAY,False,30,📉 LOW OVERTAKE CHANCE,0,16.959924563884968,0,success
167,801,480,142,98,13916,14202.2,2.008797736916549,0.0,0.0,0,MOVING AWAY,False,30,📉 LOW OVERTAKE CHANCE,0,16.959924563884968,0,success
168,800,481,142,98,13916,13916.0,1.9683168316831683,0.0,0.0,0,MOVING AWAY,False,29,📉 LOW OVERTAKE CHANCE,0,15.61056105610561,0,success
169,800,481,142,98,13916,13916.0,1.9683168316831683,0.0,0.0,0,MOVING AWAY,False,28,📉 LOW OVERTAKE CHANCE,0,15.61056105610561,0,success
170,800,481,142,98,13916,13916.0,1.9683168316831683,0.0,0.0,0,MOVING AWAY,False,27,📉 LOW OVERTAKE CHANCE,0,15.61056105610561,0,success
171,799,481,142,98,13916,13916.0,1.9683168316831683,0.0,0.0,0,MOVING AWAY,False,27,📉 LOW OVERTAKE CHANCE,0,15.61056105610561,0,success
172,798,481,142,98,13916,13916.0,1.9683168316831683,0.0,0.0,0,MOVING AWAY,False,26,📉 LOW OVERTAKE CHANCE,0,15.61056105610561,0,success
173,798,481,142,98,13916,13916.0,1.9683168316831683,0.0,0.0,0,MOVING AWAY,False,25,📉 LOW OVERTAKE CHANCE,0,15.61056105610561,0,success
174,798,481,142,98,13916,13916.0,1.9683168316831683,0.0,0.0,0,MOVING AWAY,False,25,📉 LOW OVERTAKE CHANCE,0,15.61056105610561,0,success
175,797,481,142,98,13916,13916.0,1.9683168316831683,0.0,0.0,0,MOVING AWAY,False,25,📉 LOW OVERTAKE CHANCE,0,15.61056105610561,0,success
176,797,481,142,98,13916,13916.0,1.9683168316831683,0.0,0.0,0,MOVING AWAY,False,25,📉 LOW OVERTAKE CHANCE,0,15.61056105610561,0,success
177,799,483,135,94,12690,13670.8,1.9336350777934936,-613.0,0.0,0,MOVING AWAY,False,24,👀 WATCHING FOR OVERTAKE,0,14.454502593116455,0,success
178,798,483,135,94,12690,13425.6,1.898953323903819,-613.0,0.0,0,MOVING AWAY,False,24,👀 WATCHING FOR OVERTAKE,0,13.298444130127299,0,success
179,794,481,142,98,13916,13425.6,1.898953323903819,613.0,613.0,0,APPROACHING,True,27,📉 LOW OVERTAKE CHANCE,0,13.298444130127299,30,success
180,797,483,135,94,12690,13180.4,1.8642715700141441,0.0,0.0,0,MOVING AWAY,False,27,📉 LOW OVERTAKE CHANCE,0,12.142385667138138,0,success
181,793,481,142,98,13916,13180.4,1.8642715700141441,0.0,0.0,0,MOVING AWAY,False,26,📉 LOW OVERTAKE CHANCE,0,12.142385667138138,0,success
182,796,483,135,94,12690,13180.4,1.8642715700141441,0.0,0.0,0,MOVING AWAY,False,26,📉 LOW OVERTAKE CHANCE,0,12.142385667138138,0,success
183,794,483,135,94,12690,13180.4,1.8642715700141441,-613.0,0.0,0,MOVING AWAY,False,26,📉 LOW OVERTAKE CHANCE,0,12.142385667138138,0,success
184,790,481,142,98,13916,13180.4,1.8642715700141441,613.0,613.0,0,APPROACHING,True,29,📉 LOW OVERTAKE CHANCE,0,12.142385667138138,30,success
185,793,483,135,94,12690,13180.4,1.8642715700141441,0.0,0.0,0,MOVING AWAY,False,28,📉 LOW OVERTAKE CHANCE,0,12.142385667138138,0,success
186,791,483,135,94,12690,12935.2,1.8295898161244697,-613.0,0.0,0,MOVING AWAY,False,28,📉 LOW OVERTAKE CHANCE,0,10.986327204148989,0,success
187,790,483,135,94,12690,12935.2,1.8295898161244697,0.0,0.0,0,MOVING AWAY,False,27,📉 LOW OVERTAKE CHANCE,0,10.986327204148989,0,success
188,790,483,135,94,12690,12935.2,1.8295898161244697,0.0,0.0,0,MOVING AWAY,False,27,📉 LOW OVERTAKE CHANCE,0,10.986327204148989,0,success
189,789,484,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,24,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
190,789,484,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,24,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
191,788,484,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
192,788,484,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
193,788,484,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
194,789,485,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
195,789,485,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
196,791,485,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
197,792,485,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
198,793,485,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
199,795,485,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
200,796,485,135,94,12690,12690.0,1.7949080622347948,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,9.830268741159827,0,success
201,800,487,129,89,11481,12448.2,1.760707213578501,-604.5,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,8.690240452616697,0,success
202,800,488,129,89,11481,12206.4,1.7265063649222065,-604.5,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,7.550212164073551,0,success
203,800,488,129,89,11481,11964.6,1.6923055162659124,0.0,0.0,0,MOVING AWAY,False,19,👀 WATCHING FOR OVERTAKE,0,6.4101838755304135,0,success
204,801,488,129,89,11481,11722.8,1.658104667609618,0.0,0.0,0,MOVING AWAY,False,19,👀 WATCHING FOR OVERTAKE,0,5.2701555869872685,0,success
205,801,489,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,18,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
206,803,489,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,18,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
207,805,489,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,17,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
208,807,490,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,17,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
209,811,490,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,16,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
210,813,490,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,16,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
211,814,490,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
212,819,491,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
213,822,491,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
214,826,491,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
215,828,491,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
216,832,491,129,89,11481,11481.0,1.623903818953324,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,4.130127298444131,0,success
217,836,493,123,85,10455,11275.8,1.5948797736916547,-513.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,3.162659123055156,0,success
218,839,493,123,85,10455,11070.6,1.5658557284299859,-513.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,2.1951909476661964,0,success
219,843,493,123,85,10455,10865.4,1.5368316831683169,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,1.2277227722772288,0,success
220,843,493,123,85,10455,10660.2,1.5078076379066478,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,0.2602545968882616,0,success
221,845,492,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
222,849,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,16,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
223,849,492,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,17,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
224,852,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,18,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
225,853,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,19,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
226,853,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,19,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
227,857,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
228,856,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,21,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
229,858,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,22,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
230,859,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
231,858,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
232,859,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
233,860,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
234,859,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
235,857,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
236,857,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
237,855,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
238,855,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
239,853,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
240,851,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
241,850,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
242,848,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
243,847,492,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
244,845,493,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
245,843,492,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
246,842,492,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
247,840,492,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
248,837,492,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
249,836,492,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
250,834,491,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
251,833,491,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
252,830,491,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
253,829,490,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
254,827,490,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
255,825,491,123,85,10455,10455.0,1.4787835926449788,0.0,0.0,0,MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,0,13.93917963224894,0,success
256,827,493,117,81,9477,10259.4,1.451117397454031,-489.0,0.0,0,MOVING AWAY,False,22,👀 WATCHING FOR OVERTAKE,0,12.555869872701551,0,success
257,821,490,123,85,10455,10259.4,1.451117397454031,0.0,0.0,0,MOVING AWAY,False,22,👀 WATCHING FOR OVERTAKE,0,12.555869872701551,0,success
258,824,493,117,81,9477,10063.8,1.4234512022630834,0.0,0.0,0,MOVING AWAY,False,22,👀 WATCHING FOR OVERTAKE,0,11.172560113154171,0,success
259,822,492,117,81,9477,9868.2,1.3957850070721358,-489.0,0.0,0,MOVING AWAY,False,22,👀 WATCHING FOR OVERTAKE,0,9.789250353606791,0,success
260,821,491,117,81,9477,9672.6,1.3681188118811882,0.0,0.0,0,MOVING AWAY,False,21,👀 WATCHING FOR OVERTAKE,0,8.405940594059413,0,success
261,820,491,117,81,9477,9672.6,1.3681188118811882,0.0,0.0,0,MOVING AWAY,False,21,👀 WATCHING FOR OVERTAKE,0,8.405940594059413,0,success
262,819,489,117,81,9477,9477.0,1.3404526166902404,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,7.022630834512021,0,success
263,818,489,117,81,9477,9477.0,1.3404526166902404,0.0,0.0,0,MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,0,7.022630834512021,0,success
264,821,490,111,77,8547,9291.0,1.3141442715700142,-465.0,0.0,0,MOVING AWAY,False,19,👀 WATCHING FOR OVERTAKE,0,5.7072135785007125,0,success
265,820,489,111,77,8547,9105.0,1.2878359264497878,-465.0,0.0,0,MOVING AWAY,False,18,👀 WATCHING FOR OVERTAKE,0,4.391796322489394,0,success
266,820,489,111,77,8547,8919.0,1.2615275813295614,0.0,0.0,0,MOVING AWAY,False,17,👀 WATCHING FOR OVERTAKE,0,3.076379066478074,0,success
267,819,489,111,77,8547,8733.0,1.2352192362093353,0.0,0.0,0,MOVING AWAY,False,16,👀 WATCHING FOR OVERTAKE,0,1.7609618104667653,0,success
268,820,490,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,15,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
269,820,490,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,14,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
270,822,492,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
271,821,492,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
272,823,494,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
273,822,494,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,11,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
274,823,495,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,10,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
275,823,494,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,10,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
276,824,494,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,10,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
277,824,494,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,10,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
278,825,493,111,77,8547,8547.0,1.2089108910891089,0.0,0.0,0,MOVING AWAY,False,10,👀 WATCHING FOR OVERTAKE,0,0.4455445544554459,0,success
279,829,493,106,74,7844,8406.4,1.189024045261669,-351.5,0.0,0,MOVING AWAY,False,9,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
280,828,493,106,74,7844,8265.8,1.169137199434229,-351.5,0.0,0,MOVING AWAY,False,8,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
281,829,493,106,74,7844,8125.2,1.1492503536067893,0.0,0.0,0,MOVING AWAY,False,7,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
282,830,493,106,74,7844,7984.6,1.1293635077793494,0.0,0.0,0,MOVING AWAY,False,6,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
283,831,493,106,74,7844,7844.0,1.1094766619519094,0.0,0.0,0,MOVING AWAY,False,5,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
284,831,493,106,74,7844,7844.0,1.1094766619519094,0.0,0.0,0,MOVING AWAY,False,4,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
285,831,493,106,74,7844,7844.0,1.1094766619519094,0.0,0.0,0,MOVING AWAY,False,3,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
286,832,493,106,74,7844,7844.0,1.1094766619519094,0.0,0.0,0,MOVING AWAY,False,2,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
287,834,493,106,74,7844,7844.0,1.1094766619519094,0.0,0.0,0,MOVING AWAY,False,1,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
288,833,493,106,74,7844,7844.0,1.1094766619519094,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
289,834,494,106,74,7844,7844.0,1.1094766619519094,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
290,835,494,106,74,7844,7844.0,1.1094766619519094,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
291,836,494,106,74,7844,7844.0,1.1094766619519094,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
292,839,495,101,70,7070,7689.2,1.0875813295615275,-387.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
293,837,494,101,70,7070,7534.4,1.0656859971711456,-387.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
294,838,494,101,70,7070,7379.6,1.0437906647807638,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
295,838,493,101,70,7070,7224.8,1.0218953323903819,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
296,838,493,101,70,7070,7070.0,1.0,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
297,836,491,106,74,7844,7224.8,1.0218953323903819,387.0,387.0,0,APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
298,841,494,101,70,7070,7224.8,1.0218953323903819,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
299,839,493,101,70,7070,7224.8,1.0218953323903819,-387.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
300,837,491,106,74,7844,7379.6,1.0437906647807638,387.0,387.0,0,APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
301,841,493,101,70,7070,7379.6,1.0437906647807638,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
302,837,491,106,74,7844,7379.6,1.0437906647807638,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
303,841,494,101,70,7070,7379.6,1.0437906647807638,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
304,839,493,101,70,7070,7379.6,1.0437906647807638,-387.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
305,836,491,106,74,7844,7379.6,1.0437906647807638,387.0,387.0,0,APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
306,841,493,101,70,7070,7379.6,1.0437906647807638,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
307,838,492,101,70,7070,7224.8,1.0218953323903819,-387.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
308,837,492,101,70,7070,7224.8,1.0218953323903819,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
309,837,491,101,70,7070,7224.8,1.0218953323903819,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
310,836,490,101,70,7070,7070.0,1.0,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
311,835,490,101,70,7070,7070.0,1.0,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
312,835,490,101,70,7070,7070.0,1.0,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
313,834,490,101,70,7070,7070.0,1.0,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
314,830,489,106,74,7844,7224.8,1.0218953323903819,387.0,387.0,0,APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
315,833,492,101,70,7070,7224.8,1.0218953323903819,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
316,832,492,101,70,7070,7224.8,1.0218953323903819,-387.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
317,833,495,96,67,6432,7097.2,1.0038472418670439,-319.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
318,829,493,101,70,7070,7097.2,1.0038472418670439,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
319,830,496,96,67,6432,6814.8,0.9639038189533239,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
320,829,496,96,67,6432,6687.2,0.9458557284299858,-319.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
321,823,492,106,74,7844,6842.0,0.9677510608203678,706.0,706.0,0,APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
322,829,496,96,67,6432,6842.0,0.9677510608203678,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
323,826,495,96,67,6432,6714.4,0.9497029702970297,-706.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
324,824,494,96,67,6432,6714.4,0.9497029702970297,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
325,823,493,96,67,6432,6714.4,0.9497029702970297,0.0,0.0,0,MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0,0.0,0,success
