frame,area_ratio,block_diff,status,overtake_chance,duration_penalty
441,2.4095860566448803,-500.2000000000007,MOVING AWAY,67,0.0
442,2.4095860566448803,-500.2000000000007,MOVING AWAY,66,0.0
443,2.4095860566448803,-500.2000000000007,MOVING AWAY,65,0.0
444,2.4095860566448803,-500.2000000000007,MOVING AWAY,63,0.0
445,2.4095860566448803,-1184.3999999999996,MOVING AWAY,58,0.0
446,2.4095860566448803,-1184.3999999999996,MOVING AWAY,53,0.0
447,2.4095860566448803,-1184.3999999999996,MOVING AWAY,48,0.0
448,2.4095860566448803,-1184.3999999999996,MOVING AWAY,45,0.0
449,2.4095860566448803,-1184.3999999999996,MOVING AWAY,41,0.0
450,2.4095860566448803,0.0,MOVING AWAY,40,0.0
451,2.660753190164955,0.0,MOVING AWAY,40,0.0
452,2.4095860566448803,0.0,MOVING AWAY,40,0.0
453,2.4095860566448803,0.0,MOVING AWAY,40,0.0
454,2.4095860566448803,0.0,MOVING AWAY,40,0.0
455,2.459819483348895,161.39999999999964,APPROACHING,43,0.0
456,2.4095860566448803,161.39999999999964,APPROACHING,45,0.0
457,2.660753190164955,161.39999999999964,APPROACHING,49,0.0
458,2.4095860566448803,161.39999999999964,APPROACHING,51,0.0
459,2.4095860566448803,161.39999999999964,APPROACHING,53,0.0
460,2.459819483348895,0.0,MOVING AWAY,53,0.0
461,2.660753190164955,0.0,MOVING AWAY,53,0.0
462,2.4095860566448803,0.0,MOVING AWAY,53,0.0
463,2.4095860566448803,0.0,MOVING AWAY,53,0.0
464,2.1708683473389354,0.0,MOVING AWAY,53,0.0
465,2.3643323996265173,-306.7999999999993,MOVING AWAY,50,0.0
466,1.7777777777777777,-306.7999999999993,MOVING AWAY,45,0.0
467,1.9943977591036415,-306.7999999999993,MOVING AWAY,41,0.0
468,1.7777777777777777,-306.7999999999993,MOVING AWAY,36,0.0
469,1.6184251478369125,-306.7999999999993,MOVING AWAY,32,0.0
470,1.7308434484905073,-2035.4000000000005,MOVING AWAY,29,0.0
471,1.6184251478369125,-2035.4000000000005,MOVING AWAY,26,0.0
472,1.485838779956427,-2035.4000000000005,MOVING AWAY,25,0.0
473,1.6184251478369125,-2035.4000000000005,MOVING AWAY,22,0.0
474,1.6184251478369125,-2035.4000000000005,MOVING AWAY,20,0.0
475,1.5919078742608155,-446.39999999999964,MOVING AWAY,18,0.0
476,1.485838779956427,-446.39999999999964,MOVING AWAY,18,0.0
477,1.485838779956427,-446.39999999999964,MOVING AWAY,18,0.0
478,1.485838779956427,-446.39999999999964,MOVING AWAY,19,0.0
479,1.485838779956427,-446.39999999999964,MOVING AWAY,20,0.0
480,1.485838779956427,-340.8000000000002,MOVING AWAY,20,0.0
481,1.3404917522564581,-340.8000000000002,MOVING AWAY,20,0.0
482,1.3404917522564581,-340.8000000000002,MOVING AWAY,19,0.0
483,1.3404917522564581,-340.8000000000002,MOVING AWAY,20,0.0
484,1.485838779956427,-340.8000000000002,MOVING AWAY,21,0.0
485,1.3695611577964517,-373.60000000000036,MOVING AWAY,21,0.0
486,1.7777777777777777,-373.60000000000036,MOVING AWAY,20,0.0
487,1.6184251478369125,-373.60000000000036,MOVING AWAY,20,0.0
488,1.6184251478369125,-373.60000000000036,MOVING AWAY,19,0.0
489,1.7777777777777777,-373.60000000000036,MOVING AWAY,18,0.0
490,1.7140367258014317,1106.8000000000002,APPROACHING,21,0.0
491,1.485838779956427,1106.8000000000002,APPROACHING,24,0.0
492,1.485838779956427,1106.8000000000002,APPROACHING,28,0.0
493,1.3404917522564581,1106.8000000000002,APPROACHING,31,0.0
494,1.6184251478369125,1106.8000000000002,APPROACHING,33,0.0
495,1.4542172424525364,-834.8000000000002,MOVING AWAY,33,0.0
496,1.3404917522564581,-834.8000000000002,MOVING AWAY,33,0.0
497,1.3404917522564581,-834.8000000000002,MOVING AWAY,33,0.0
498,1.6184251478369125,-834.8000000000002,MOVING AWAY,33,0.0
499,1.485838779956427,-834.8000000000002,MOVING AWAY,34,0.0
500,1.4251478369125428,-93.39999999999964,MOVING AWAY,31,0.0
501,1.3404917522564581,-93.39999999999964,MOVING AWAY,27,0.0
502,1.3404917522564581,-93.39999999999964,MOVING AWAY,24,0.0
503,1.485838779956427,-93.39999999999964,MOVING AWAY,21,0.0
504,1.3404917522564581,-93.39999999999964,MOVING AWAY,19,0.0
505,1.3695611577964517,-178.60000000000036,MOVING AWAY,18,0.0
506,1.2026143790849673,-178.60000000000036,MOVING AWAY,18,0.0
507,1.2026143790849673,-178.60000000000036,MOVING AWAY,17,0.0
508,1.485838779956427,-178.60000000000036,MOVING AWAY,18,0.0
509,1.3404917522564581,-178.60000000000036,MOVING AWAY,17,0.0
510,1.3144102085278555,-177.19999999999982,MOVING AWAY,16,0.0
511,1.3404917522564581,-177.19999999999982,MOVING AWAY,16,0.0
512,1.485838779956427,-177.19999999999982,MOVING AWAY,17,0.0
513,1.6184251478369125,-177.19999999999982,MOVING AWAY,16,0.0
514,1.6184251478369125,-177.19999999999982,MOVING AWAY,16,0.0
515,1.5098039215686274,627.8000000000002,APPROACHING,18,0.0
516,1.485838779956427,627.8000000000002,APPROACHING,23,0.0
517,1.485838779956427,627.8000000000002,APPROACHING,27,0.0
518,1.485838779956427,627.8000000000002,APPROACHING,30,0.0
519,1.485838779956427,627.8000000000002,APPROACHING,34,0.0
520,1.485838779956427,-77.0,MOVING AWAY,35,0.0
521,1.3404917522564581,-77.0,MOVING AWAY,35,0.0
522,1.6184251478369125,-77.0,MOVING AWAY,34,0.0
523,1.6184251478369125,-77.0,MOVING AWAY,34,0.0
524,1.3404917522564581,-77.0,MOVING AWAY,34,0.0
525,1.5072517896047308,68.80000000000018,APPROACHING,32,0.0
526,1.485838779956427,68.80000000000018,APPROACHING,30,0.0
527,1.485838779956427,68.80000000000018,APPROACHING,28,0.0
528,1.485838779956427,68.80000000000018,APPROACHING,26,0.0
529,1.485838779956427,68.80000000000018,APPROACHING,24,0.0
530,1.485838779956427,-68.80000000000018,MOVING AWAY,24,0.0
531,1.485838779956427,-68.80000000000018,MOVING AWAY,25,0.0
532,1.485838779956427,-68.80000000000018,MOVING AWAY,26,0.0
533,1.3404917522564581,-68.80000000000018,MOVING AWAY,26,0.0
534,1.3404917522564581,-68.80000000000018,MOVING AWAY,26,0.0
535,1.3986305633364458,-280.1999999999998,MOVING AWAY,26,0.0
536,1.6184251478369125,-280.1999999999998,MOVING AWAY,24,0.0
537,1.6184251478369125,-280.1999999999998,MOVING AWAY,22,0.0
538,1.7777777777777777,-280.1999999999998,MOVING AWAY,20,0.0
539,1.9943977591036415,-280.1999999999998,MOVING AWAY,20,0.0
540,1.8006847183317773,1291.8000000000002,APPROACHING,22,0.0
541,1.9943977591036415,1291.8000000000002,APPROACHING,25,0.0
542,1.7777777777777777,1291.8000000000002,APPROACHING,28,0.0
543,1.7777777777777777,1291.8000000000002,APPROACHING,31,0.0
544,1.9943977591036415,1291.8000000000002,APPROACHING,35,0.0
545,1.9430438842203548,457.39999999999964,APPROACHING,39,0.0
546,1.9943977591036415,457.39999999999964,APPROACHING,43,0.0
547,1.9943977591036415,457.39999999999964,APPROACHING,47,0.0
548,1.9943977591036415,457.39999999999964,APPROACHING,50,0.0
549,1.7777777777777777,457.39999999999964,APPROACHING,53,0.0
550,1.907749766573296,-113.39999999999964,MOVING AWAY,50,0.0
551,1.6184251478369125,-113.39999999999964,MOVING AWAY,46,0.0
552,1.6184251478369125,-113.39999999999964,MOVING AWAY,42,0.0
553,1.485838779956427,-113.39999999999964,MOVING AWAY,40,0.0
554,1.485838779956427,-113.39999999999964,MOVING AWAY,37,0.0
555,1.538873327108621,-1185.2000000000007,MOVING AWAY,33,0.0
556,1.485838779956427,-1185.2000000000007,MOVING AWAY,30,0.0
557,1.3404917522564581,-1185.2000000000007,MOVING AWAY,26,0.0
558,1.485838779956427,-1185.2000000000007,MOVING AWAY,23,0.0
559,1.3404917522564581,-1185.2000000000007,MOVING AWAY,19,0.0
560,1.4542172424525364,-272.0,MOVING AWAY,19,0.0
561,1.485838779956427,-272.0,MOVING AWAY,20,0.0
562,1.3404917522564581,-272.0,MOVING AWAY,20,0.0
563,1.3404917522564581,-272.0,MOVING AWAY,20,0.0
564,1.2026143790849673,-272.0,MOVING AWAY,18,0.0
565,1.3144102085278555,-449.1999999999998,MOVING AWAY,18,0.0
566,1.3404917522564581,-449.1999999999998,MOVING AWAY,18,0.0
567,1.3404917522564581,-449.1999999999998,MOVING AWAY,18,0.0
568,1.3404917522564581,-449.1999999999998,MOVING AWAY,17,0.0
569,1.3404917522564581,-449.1999999999998,MOVING AWAY,17,0.0
570,1.31291627762216,-4.800000000000182,MOVING AWAY,16,0.0
571,1.2026143790849673,-4.800000000000182,MOVING AWAY,15,0.0
572,1.3404917522564581,-4.800000000000182,MOVING AWAY,15,0.0
573,1.3404917522564581,-4.800000000000182,MOVING AWAY,15,0.0
574,1.3404917522564581,-4.800000000000182,MOVING AWAY,15,0.0
575,1.31291627762216,0.0,MOVING AWAY,15,0.0
576,1.3404917522564581,0.0,MOVING AWAY,15,0.0
577,1.3404917522564581,0.0,MOVING AWAY,15,0.0
578,1.3404917522564581,0.0,MOVING AWAY,15,0.0
579,1.3404917522564581,0.0,MOVING AWAY,15,0.0
580,1.3404917522564581,88.60000000000036,APPROACHING,17,0.0
581,1.3404917522564581,88.60000000000036,APPROACHING,19,0.0
582,1.3404917522564581,88.60000000000036,APPROACHING,20,0.0
583,1.3404917522564581,88.60000000000036,APPROACHING,22,0.0
584,1.3404917522564581,88.60000000000036,APPROACHING,23,0.0
585,1.3404917522564581,0.0,MOVING AWAY,23,0.0
586,1.3404917522564581,0.0,MOVING AWAY,23,0.0
587,1.3404917522564581,0.0,MOVING AWAY,23,0.0
588,1.3404917522564581,0.0,MOVING AWAY,23,0.0
589,1.3404917522564581,0.0,MOVING AWAY,23,0.0
590,1.3404917522564581,0.0,MOVING AWAY,22,0.0
591,1.485838779956427,0.0,MOVING AWAY,21,0.0
592,1.3404917522564581,0.0,MOVING AWAY,20,0.0
593,1.485838779956427,0.0,MOVING AWAY,19,0.0
594,1.3404917522564581,0.0,MOVING AWAY,18,0.0
595,1.4276999688764394,280.1999999999998,APPROACHING,21,0.0
596,1.485838779956427,280.1999999999998,APPROACHING,25,0.0
597,1.485838779956427,280.1999999999998,APPROACHING,29,0.0
598,1.6184251478369125,280.1999999999998,APPROACHING,31,0.0
599,1.485838779956427,280.1999999999998,APPROACHING,35,0.0
600,1.512356053532524,272.0,APPROACHING,37,0.0
601,1.6184251478369125,272.0,APPROACHING,39,0.0
602,1.6184251478369125,272.0,APPROACHING,42,0.0
603,1.6184251478369125,272.0,APPROACHING,44,0.0
604,1.6184251478369125,272.0,APPROACHING,46,0.0
605,1.5919078742608155,255.60000000000036,APPROACHING,46,0.0
606,1.6184251478369125,255.60000000000036,APPROACHING,44,0.0
607,1.7777777777777777,255.60000000000036,APPROACHING,44,0.0
608,1.7777777777777777,255.60000000000036,APPROACHING,45,0.0
609,1.9943977591036415,255.60000000000036,APPROACHING,45,0.0
610,1.7892312480547776,634.0,APPROACHING,45,2.5
611,1.9943977591036415,634.0,APPROACHING,46,2.5
612,1.7777777777777777,634.0,APPROACHING,47,2.5
613,1.7777777777777777,634.0,APPROACHING,47,2.5
614,1.7777777777777777,634.0,APPROACHING,47,2.5
615,1.8211017740429505,102.39999999999964,APPROACHING,48,5.0
616,1.7777777777777777,102.39999999999964,APPROACHING,48,5.0
617,1.6184251478369125,102.39999999999964,APPROACHING,47,5.0
618,1.7777777777777777,102.39999999999964,APPROACHING,46,5.0
619,1.7777777777777777,102.39999999999964,APPROACHING,45,5.0
620,1.7892312480547776,-102.39999999999964,MOVING AWAY,42,0.0
621,1.7777777777777777,-102.39999999999964,MOVING AWAY,39,0.0
622,1.7777777777777777,-102.39999999999964,MOVING AWAY,36,0.0
623,1.9943977591036415,-102.39999999999964,MOVING AWAY,34,0.0
624,1.9943977591036415,-102.39999999999964,MOVING AWAY,32,0.0
625,1.907749766573296,380.8000000000002,APPROACHING,33,0.0
626,1.9943977591036415,380.8000000000002,APPROACHING,34,0.0
627,1.9943977591036415,380.8000000000002,APPROACHING,36,0.0
628,1.9943977591036415,380.8000000000002,APPROACHING,37,0.0
629,1.9943977591036415,380.8000000000002,APPROACHING,38,0.0
630,1.9943977591036415,278.39999999999964,APPROACHING,42,0.0
631,2.1708683473389354,278.39999999999964,APPROACHING,46,0.0
632,2.1708683473389354,278.39999999999964,APPROACHING,50,0.0
633,2.1708683473389354,278.39999999999964,APPROACHING,54,0.0
634,2.1708683473389354,278.39999999999964,APPROACHING,58,0.0
635,2.1708683473389354,567.0,APPROACHING,59,0.0
636,1.9943977591036415,567.0,APPROACHING,59,0.0
637,2.1708683473389354,567.0,APPROACHING,59,0.0
638,1.7777777777777777,567.0,APPROACHING,58,0.0
639,1.9943977591036415,567.0,APPROACHING,58,0.0
640,1.9430438842203548,-732.0,MOVING AWAY,55,0.0
641,1.9943977591036415,-732.0,MOVING AWAY,52,0.0
642,1.9943977591036415,-732.0,MOVING AWAY,48,0.0
643,1.7777777777777777,-732.0,MOVING AWAY,44,0.0
644,2.1708683473389354,-732.0,MOVING AWAY,41,0.0
645,1.9863678804855276,139.19999999999982,APPROACHING,39,0.0
646,1.9943977591036415,139.19999999999982,APPROACHING,38,0.0
647,1.9943977591036415,139.19999999999982,APPROACHING,37,0.0
648,1.9943977591036415,139.19999999999982,APPROACHING,37,0.0
649,2.1708683473389354,139.19999999999982,APPROACHING,36,0.0
650,2.0649859943977593,252.60000000000036,APPROACHING,40,0.0
651,1.9943977591036415,252.60000000000036,APPROACHING,43,0.0
652,1.9943977591036415,252.60000000000036,APPROACHING,46,0.0
653,1.9943977591036415,252.60000000000036,APPROACHING,49,0.0
654,1.9943977591036415,252.60000000000036,APPROACHING,52,0.0
655,1.9943977591036415,-226.80000000000018,MOVING AWAY,50,0.0
656,1.9943977591036415,-226.80000000000018,MOVING AWAY,48,0.0
657,1.9943977591036415,-226.80000000000018,MOVING AWAY,46,0.0
658,1.9943977591036415,-226.80000000000018,MOVING AWAY,43,0.0
659,1.9943977591036415,-226.80000000000018,MOVING AWAY,41,0.0
660,1.9943977591036415,0.0,MOVING AWAY,38,0.0
661,1.9943977591036415,0.0,MOVING AWAY,35,0.0
662,1.9943977591036415,0.0,MOVING AWAY,32,0.0
663,1.7777777777777777,0.0,MOVING AWAY,28,0.0
664,1.9943977591036415,0.0,MOVING AWAY,25,0.0
665,1.9510737628384687,-139.19999999999982,MOVING AWAY,25,0.0
666,1.7777777777777777,-139.19999999999982,MOVING AWAY,24,0.0
667,1.7777777777777777,-139.19999999999982,MOVING AWAY,24,0.0
668,1.7777777777777777,-139.19999999999982,MOVING AWAY,23,0.0
669,1.9943977591036415,-139.19999999999982,MOVING AWAY,23,0.0
670,1.8211017740429505,-417.60000000000036,MOVING AWAY,22,0.0
671,1.6184251478369125,-417.60000000000036,MOVING AWAY,21,0.0
672,1.485838779956427,-417.60000000000036,MOVING AWAY,21,0.0
673,1.485838779956427,-417.60000000000036,MOVING AWAY,22,0.0
674,1.485838779956427,-417.60000000000036,MOVING AWAY,21,0.0
675,1.538873327108621,-906.8000000000002,MOVING AWAY,20,0.0
676,1.485838779956427,-906.8000000000002,MOVING AWAY,21,0.0
677,1.6184251478369125,-906.8000000000002,MOVING AWAY,20,0.0
678,1.6184251478369125,-906.8000000000002,MOVING AWAY,20,0.0
679,1.485838779956427,-906.8000000000002,MOVING AWAY,20,0.0
680,1.538873327108621,0.0,MOVING AWAY,19,0.0
681,1.6184251478369125,0.0,MOVING AWAY,19,0.0
682,1.485838779956427,0.0,MOVING AWAY,19,0.0
683,1.485838779956427,0.0,MOVING AWAY,19,0.0
684,1.485838779956427,0.0,MOVING AWAY,19,0.0
685,1.512356053532524,-85.19999999999982,MOVING AWAY,19,0.0
686,1.485838779956427,-85.19999999999982,MOVING AWAY,19,0.0
687,1.7777777777777777,-85.19999999999982,MOVING AWAY,20,0.0
688,1.7777777777777777,-85.19999999999982,MOVING AWAY,20,0.0
689,1.7777777777777777,-85.19999999999982,MOVING AWAY,20,0.0
690,1.7193899782135076,665.1999999999998,APPROACHING,23,0.0
691,1.7777777777777777,665.1999999999998,APPROACHING,26,0.0
692,1.6184251478369125,665.1999999999998,APPROACHING,28,0.0
693,1.6184251478369125,665.1999999999998,APPROACHING,30,0.0
694,1.6184251478369125,665.1999999999998,APPROACHING,32,0.0
695,1.6237784002489883,-307.1999999999998,MOVING AWAY,32,0.0
696,1.485838779956427,-307.1999999999998,MOVING AWAY,32,0.0
697,1.485838779956427,-307.1999999999998,MOVING AWAY,32,0.0
698,1.3404917522564581,-307.1999999999998,MOVING AWAY,32,0.0
699,1.485838779956427,-307.1999999999998,MOVING AWAY,32,0.0
700,1.4276999688764394,-630.0,MOVING AWAY,30,0.0
701,1.6184251478369125,-630.0,MOVING AWAY,26,0.0
702,1.6184251478369125,-630.0,MOVING AWAY,24,0.0
703,1.6184251478369125,-630.0,MOVING AWAY,21,0.0
704,1.485838779956427,-630.0,MOVING AWAY,19,0.0
705,1.5363211951447244,349.0,APPROACHING,22,0.0
706,1.2026143790849673,349.0,APPROACHING,20,0.0
707,1.2026143790849673,349.0,APPROACHING,19,0.0
708,1.2026143790849673,349.0,APPROACHING,18,0.0
709,1.2026143790849673,349.0,APPROACHING,17,0.0
710,1.2026143790849673,-1072.1999999999998,MOVING AWAY,16,0.0
711,1.2026143790849673,-1072.1999999999998,MOVING AWAY,15,0.0
712,1.2026143790849673,-1072.1999999999998,MOVING AWAY,15,0.0
713,1.2026143790849673,-1072.1999999999998,MOVING AWAY,14,0.0
714,1.2026143790849673,-1072.1999999999998,MOVING AWAY,13,0.0
715,1.2026143790849673,0.0,MOVING AWAY,10,0.0
716,1.2026143790849673,0.0,MOVING AWAY,10,0.0
717,1.2026143790849673,0.0,MOVING AWAY,10,0.0
718,1.2026143790849673,0.0,MOVING AWAY,10,0.0
719,1.3404917522564581,0.0,MOVING AWAY,10,0.0
720,1.2301898537192655,88.59999999999991,APPROACHING,10,0.0
721,1.2026143790849673,88.59999999999991,APPROACHING,10,0.0
722,1.2026143790849673,88.59999999999991,APPROACHING,10,0.0
723,1.2026143790849673,88.59999999999991,APPROACHING,10,0.0
724,1.1092436974789917,88.59999999999991,APPROACHING,9,0.0
725,1.1839402427637722,-148.5999999999999,MOVING AWAY,8,0.0
726,1.2026143790849673,-148.5999999999999,MOVING AWAY,8,0.0
727,1.2026143790849673,-148.5999999999999,MOVING AWAY,8,0.0
728,1.1092436974789917,-148.5999999999999,MOVING AWAY,7,0.0
729,1.1092436974789917,-148.5999999999999,MOVING AWAY,6,0.0
730,1.1465919701213818,-120.0,MOVING AWAY,5,0.0
731,1.1092436974789917,-120.0,MOVING AWAY,4,0.0
732,1.0,-120.0,MOVING AWAY,3,0.0
733,0.9150326797385621,-120.0,MOVING AWAY,2,0.0
734,1.0,-120.0,MOVING AWAY,2,0.0
735,0.9878618113912232,-510.0,MOVING AWAY,2,0.0
736,1.0,-510.0,MOVING AWAY,1,0.0
737,0.9150326797385621,-510.0,MOVING AWAY,0,0.0
738,1.0,-510.0,MOVING AWAY,0,0.0
739,1.0,-510.0,MOVING AWAY,0,0.0
740,0.9660130718954248,-70.19999999999982,MOVING AWAY,0,0.0
741,1.0,-70.19999999999982,MOVING AWAY,0,0.0
742,0.9150326797385621,-70.19999999999982,MOVING AWAY,0,0.0
743,1.0,-70.19999999999982,MOVING AWAY,0,0.0
744,0.9150326797385621,-70.19999999999982,MOVING AWAY,0,0.0
745,0.9660130718954248,0.0,MOVING AWAY,0,0.0
746,0.9150326797385621,0.0,MOVING AWAY,0,0.0
747,1.0,0.0,MOVING AWAY,0,0.0
748,0.9150326797385621,0.0,MOVING AWAY,0,0.0
749,0.9150326797385621,0.0,MOVING AWAY,0,0.0
750,0.9490196078431372,-54.600000000000364,MOVING AWAY,0,0.0
751,1.0,-54.600000000000364,MOVING AWAY,0,0.0
752,1.0,-54.600000000000364,MOVING AWAY,0,0.0
753,0.9150326797385621,-54.600000000000364,MOVING AWAY,0,0.0
754,0.9150326797385621,-54.600000000000364,MOVING AWAY,0,0.0
755,0.9490196078431372,0.0,MOVING AWAY,0,0.0
756,1.0,0.0,MOVING AWAY,0,0.0
757,0.9150326797385621,0.0,MOVING AWAY,0,0.0
758,0.9150326797385621,0.0,MOVING AWAY,0,0.0
759,0.9150326797385621,0.0,MOVING AWAY,0,0.0
760,0.9320261437908497,-54.59999999999991,MOVING AWAY,0,0.0
761,0.9150326797385621,-54.59999999999991,MOVING AWAY,0,0.0
762,0.9150326797385621,-54.59999999999991,MOVING AWAY,0,0.0
763,0.9150326797385621,-54.59999999999991,MOVING AWAY,0,0.0
764,0.9150326797385621,-54.59999999999991,MOVING AWAY,0,0.0
765,0.9150326797385621,-54.59999999999991,MOVING AWAY,0,0.0
766,0.9150326797385621,-54.59999999999991,MOVING AWAY,0,0.0
767,0.9150326797385621,-54.59999999999991,MOVING AWAY,0,0.0
768,0.9150326797385621,-54.59999999999991,MOVING AWAY,0,0.0
769,0.9150326797385621,-54.59999999999991,MOVING AWAY,0,0.0
770,0.9150326797385621,0.0,MOVING AWAY,0,0.0
771,0.9150326797385621,0.0,MOVING AWAY,0,0.0
772,0.9150326797385621,0.0,MOVING AWAY,0,0.0
773,0.8160597572362278,0.0,MOVING AWAY,0,0.0
774,0.9150326797385621,0.0,MOVING AWAY,0,0.0
775,0.8952380952380953,-63.59999999999991,MOVING AWAY,0,0.0
776,0.9150326797385621,-63.59999999999991,MOVING AWAY,0,0.0
777,0.9150326797385621,-63.59999999999991,MOVING AWAY,0,0.0
778,0.9150326797385621,-63.59999999999991,MOVING AWAY,0,0.0
779,0.9150326797385621,-63.59999999999991,MOVING AWAY,0,0.0
780,0.8952380952380953,0.0,MOVING AWAY,0,0.0
781,0.7394957983193278,0.0,MOVING AWAY,0,0.0
782,0.8160597572362278,0.0,MOVING AWAY,0,0.0
783,0.7394957983193278,0.0,MOVING AWAY,0,0.0
784,0.7394957983193278,0.0,MOVING AWAY,0,0.0
785,0.7701213818860878,-402.0,MOVING AWAY,0,0.0
786,0.7394957983193278,-402.0,MOVING AWAY,0,0.0
787,0.8160597572362278,-402.0,MOVING AWAY,0,0.0
788,0.7394957983193278,-402.0,MOVING AWAY,0,0.0
789,0.7394957983193278,-402.0,MOVING AWAY,0,0.0
790,0.7701213818860878,0.0,MOVING AWAY,0,0.0
791,0.8160597572362278,0.0,MOVING AWAY,0,0.0
792,0.8160597572362278,0.0,MOVING AWAY,0,0.0
793,0.7394957983193278,0.0,MOVING AWAY,0,0.0
794,0.7394957983193278,0.0,MOVING AWAY,0,0.0
795,0.7701213818860878,0.0,MOVING AWAY,0,0.0
796,0.8160597572362278,0.0,MOVING AWAY,0,0.0
797,0.8160597572362278,0.0,MOVING AWAY,0,0.0
798,0.8160597572362278,0.0,MOVING AWAY,0,0.0
799,0.7394957983193278,0.0,MOVING AWAY,0,0.0
800,0.7854341736694678,49.19999999999982,APPROACHING,0,0.0
801,0.7394957983193278,49.19999999999982,APPROACHING,0,0.0
802,0.7394957983193278,49.19999999999982,APPROACHING,0,0.0
803,0.7394957983193278,49.19999999999982,APPROACHING,0,0.0
804,0.6797385620915033,49.19999999999982,APPROACHING,0,0.0
805,0.7275443510737628,-186.0,MOVING AWAY,0,0.0
806,0.7394957983193278,-186.0,MOVING AWAY,0,0.0
807,0.6797385620915033,-186.0,MOVING AWAY,0,0.0
808,0.6797385620915033,-186.0,MOVING AWAY,0,0.0
809,0.7394957983193278,-186.0,MOVING AWAY,0,0.0
810,0.7036414565826331,-76.79999999999973,MOVING AWAY,0,0.0
811,0.7394957983193278,-76.79999999999973,MOVING AWAY,0,0.0
812,0.6797385620915033,-76.79999999999973,MOVING AWAY,0,0.0
813,0.7394957983193278,-76.79999999999973,MOVING AWAY,0,0.0
814,0.7394957983193278,-76.79999999999973,MOVING AWAY,0,0.0
815,0.7428571428571429,126.0,APPROACHING,0,0.0
816,0.6797385620915033,126.0,APPROACHING,0,0.0
817,0.7394957983193278,126.0,APPROACHING,0,0.0
818,0.6797385620915033,126.0,APPROACHING,0,0.0
819,0.6797385620915033,126.0,APPROACHING,0,0.0
820,0.6916900093370681,-164.4000000000001,MOVING AWAY,0,0.0
821,0.7394957983193278,-164.4000000000001,MOVING AWAY,0,0.0
822,0.7394957983193278,-164.4000000000001,MOVING AWAY,0,0.0
823,0.6797385620915033,-164.4000000000001,MOVING AWAY,0,0.0
824,0.6797385620915033,-164.4000000000001,MOVING AWAY,0,0.0
825,0.7036414565826331,38.40000000000009,APPROACHING,0,0.0
826,0.6797385620915033,38.40000000000009,APPROACHING,0,0.0
827,0.7394957983193278,38.40000000000009,APPROACHING,0,0.0
828,0.6797385620915033,38.40000000000009,APPROACHING,0,0.0
829,0.6797385620915033,38.40000000000009,APPROACHING,0,0.0
830,0.6916900093370681,-38.40000000000009,MOVING AWAY,0,0.0
831,0.7394957983193278,-38.40000000000009,MOVING AWAY,0,0.0
832,0.7394957983193278,-38.40000000000009,MOVING AWAY,0,0.0
833,0.7394957983193278,-38.40000000000009,MOVING AWAY,0,0.0
834,0.7394957983193278,-38.40000000000009,MOVING AWAY,0,0.0
835,0.7394957983193278,153.5999999999999,APPROACHING,0,0.0
836,0.7394957983193278,153.5999999999999,APPROACHING,0,0.0
837,0.7394957983193278,153.5999999999999,APPROACHING,0,0.0
838,0.7394957983193278,153.5999999999999,APPROACHING,0,0.0
839,0.7394957983193278,153.5999999999999,APPROACHING,0,0.0
840,0.7394957983193278,0.0,MOVING AWAY,0,0.0
841,0.7394957983193278,0.0,MOVING AWAY,0,0.0
842,0.8160597572362278,0.0,MOVING AWAY,0,0.0
843,0.8160597572362278,0.0,MOVING AWAY,0,0.0
844,0.7394957983193278,0.0,MOVING AWAY,0,0.0
845,0.7701213818860878,98.40000000000009,APPROACHING,0,0.0
846,0.8160597572362278,98.40000000000009,APPROACHING,0,0.0
847,0.7394957983193278,98.40000000000009,APPROACHING,0,0.0
848,0.7394957983193278,98.40000000000009,APPROACHING,0,0.0
849,0.8160597572362278,98.40000000000009,APPROACHING,0,0.0
850,0.7854341736694678,49.19999999999982,APPROACHING,0,0.0
851,0.7394957983193278,49.19999999999982,APPROACHING,0,0.0
852,0.8160597572362278,49.19999999999982,APPROACHING,0,0.0
853,0.7394957983193278,49.19999999999982,APPROACHING,0,0.0
854,0.9150326797385621,49.19999999999982,APPROACHING,0,0.0
855,0.8250233426704016,127.20000000000027,APPROACHING,0,0.0
856,0.9150326797385621,127.20000000000027,APPROACHING,0,0.0
857,1.0,127.20000000000027,APPROACHING,0,0.0
858,0.8160597572362278,127.20000000000027,APPROACHING,0,0.0
859,0.8160597572362278,127.20000000000027,APPROACHING,0,0.0
860,0.8726423902894491,153.0,APPROACHING,0,0.0
861,0.8160597572362278,153.0,APPROACHING,0,0.0
862,0.8160597572362278,153.0,APPROACHING,0,0.0
863,0.8160597572362278,153.0,APPROACHING,0,0.0
864,0.8160597572362278,153.0,APPROACHING,0,0.0
865,0.8160597572362278,-181.80000000000018,MOVING AWAY,0,0.0
866,0.8160597572362278,-181.80000000000018,MOVING AWAY,0,0.0
867,0.8160597572362278,-181.80000000000018,MOVING AWAY,0,0.0
868,0.8160597572362278,-181.80000000000018,MOVING AWAY,0,0.0
869,0.8160597572362278,-181.80000000000018,MOVING AWAY,0,0.0
870,0.8358543417366946,63.59999999999991,APPROACHING,0,0.0
871,0.9150326797385621,63.59999999999991,APPROACHING,0,0.0
872,1.0,63.59999999999991,APPROACHING,0,0.0
