frame,x,y,width,height,box_area,area_ratio,status,closer_chance,tracking
1,885,494,75,50,3750,1.0,📉 MOVING AWAY,100,success
2,885,494,75,50,3750,1.0,📉 MOVING AWAY,100,success
3,886,495,75,50,3750,1.0,📉 MOVING AWAY,100,success
4,886,495,75,50,3750,1.0,📉 MOVING AWAY,100,success
5,886,494,75,50,3750,1.0,📉 MOVING AWAY,100,success
6,886,495,75,50,3750,1.0,📉 MOVING AWAY,100,success
7,886,495,75,50,3750,1.0,📉 MOVING AWAY,100,success
8,886,495,75,50,3750,1.0,📉 MOVING AWAY,100,success
9,886,495,75,50,3750,1.0,📉 MOVING AWAY,100,success
10,886,495,75,50,3750,1.0,📉 MOVING AWAY,100,success
11,887,495,75,50,3750,1.0,📉 MOVING AWAY,100,success
12,884,493,79,52,4108,1.0190933333333334,📈 GETTING CLOSER,38,success
13,887,495,75,50,3750,1.0190933333333334,📈 GETTING CLOSER,38,success
14,887,494,75,50,3750,1.0190933333333334,📈 GETTING CLOSER,38,success
15,886,494,75,50,3750,1.0190933333333334,📈 GETTING CLOSER,38,success
16,886,494,75,50,3750,1.0190933333333334,📈 GETTING CLOSER,38,success
17,886,494,75,50,3750,0.9812643918777476,📉 MOVING AWAY,62,success
18,886,495,75,50,3750,0.9812643918777476,📉 MOVING AWAY,62,success
19,885,495,75,50,3750,0.9812643918777476,📉 MOVING AWAY,62,success
20,886,496,75,50,3750,0.9812643918777476,📉 MOVING AWAY,62,success
21,885,495,75,50,3750,0.9812643918777476,📉 MOVING AWAY,62,success
22,885,495,75,50,3750,1.0,📉 MOVING AWAY,100,success
23,882,493,79,52,4108,1.0190933333333334,📈 GETTING CLOSER,38,success
24,882,493,79,52,4108,1.0381866666666666,📈 GETTING CLOSER,76,success
25,883,494,75,50,3750,1.0381866666666666,📈 GETTING CLOSER,76,success
26,881,494,75,50,3750,1.0381866666666666,📈 GETTING CLOSER,76,success
27,879,493,79,52,4108,1.05728,📈 GETTING CLOSER,100,success
28,879,495,75,50,3750,1.0187356081222525,📈 GETTING CLOSER,37,success
29,879,495,75,50,3750,0.9816089592109319,📉 MOVING AWAY,63,success
30,878,495,75,50,3750,0.9816089592109319,📉 MOVING AWAY,63,success
31,875,494,79,52,4108,1.0,📉 MOVING AWAY,100,success
32,874,493,79,52,4108,0.9819410815173526,📉 MOVING AWAY,63,success
33,872,491,83,55,4565,1.0418678721874037,📈 GETTING CLOSER,83,success
34,873,491,79,52,4108,1.0801235084781244,📈 GETTING CLOSER,100,success
35,872,489,79,52,4108,1.0988591166003767,📈 GETTING CLOSER,100,success
36,868,488,79,52,4108,1.0786499537655398,📈 GETTING CLOSER,100,success
37,869,490,75,50,3750,1.060258912976472,📈 GETTING CLOSER,100,success
38,865,489,75,50,3750,0.9774665943493911,📉 MOVING AWAY,54,success
39,864,489,75,50,3750,0.9431658510586752,📉 MOVING AWAY,0,success
40,863,490,75,50,3750,0.9100347668714579,📉 MOVING AWAY,0,success
41,859,490,79,52,4108,0.9100347668714579,📉 MOVING AWAY,0,success
42,857,490,79,52,4108,0.9431658510586752,📉 MOVING AWAY,0,success
43,854,491,79,52,4108,1.0,📉 MOVING AWAY,100,success
44,853,491,79,52,4108,1.0367820815781363,📈 GETTING CLOSER,73,success
45,851,491,79,52,4108,1.0749424324890098,📈 GETTING CLOSER,100,success
46,848,492,79,52,4108,1.0749424324890098,📈 GETTING CLOSER,100,success
47,848,492,79,52,4108,1.0551731223672045,📈 GETTING CLOSER,100,success
48,846,491,79,52,4108,1.0361178369652946,📈 GETTING CLOSER,72,success
49,845,493,75,50,3750,1.0,📉 MOVING AWAY,100,success
50,843,492,79,52,4108,0.9825705939629991,📉 MOVING AWAY,65,success
51,841,492,79,52,4108,0.9825705939629991,📉 MOVING AWAY,65,success
52,840,493,79,52,4108,0.9825705939629991,📉 MOVING AWAY,65,success
53,840,493,79,52,4108,0.9825705939629991,📉 MOVING AWAY,65,success
54,840,493,79,52,4108,1.0177385789317213,📈 GETTING CLOSER,35,success
55,840,493,79,52,4108,1.0177385789317213,📈 GETTING CLOSER,35,success
56,841,493,79,52,4108,1.0177385789317213,📈 GETTING CLOSER,35,success
57,841,492,79,52,4108,1.0177385789317213,📈 GETTING CLOSER,35,success
58,840,492,79,52,4108,1.0177385789317213,📈 GETTING CLOSER,35,success
59,839,491,83,55,4565,1.022249269717624,📈 GETTING CLOSER,44,success
60,839,491,83,55,4565,1.0444985394352484,📈 GETTING CLOSER,88,success
61,836,491,83,55,4565,1.0667478091528724,📈 GETTING CLOSER,100,success
62,836,491,83,55,4565,1.0889970788704966,📈 GETTING CLOSER,100,success
63,832,492,83,55,4565,1.1112463485881208,📈 GETTING CLOSER,100,success
64,831,491,83,55,4565,1.0870600561985047,📈 GETTING CLOSER,100,success
65,830,492,83,55,4565,1.0639041670550946,📈 GETTING CLOSER,100,success
66,827,492,83,55,4565,1.041714207475697,📈 GETTING CLOSER,83,success
67,826,491,83,55,4565,1.0204309728183119,📈 GETTING CLOSER,40,success
68,823,489,87,58,5046,1.0210733844468785,📈 GETTING CLOSER,42,success
69,825,490,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
70,824,490,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
71,821,489,87,58,5046,1.0421467688937567,📈 GETTING CLOSER,84,success
72,823,488,87,58,5046,1.0632201533406354,📈 GETTING CLOSER,100,success
73,824,489,87,58,5046,1.0412769243971511,📈 GETTING CLOSER,82,success
74,825,489,87,58,5046,1.0619153865957265,📈 GETTING CLOSER,100,success
75,828,490,83,55,4565,1.0619153865957265,📈 GETTING CLOSER,100,success
76,830,490,83,55,4565,1.0202211291882122,📈 GETTING CLOSER,40,success
77,831,490,83,55,4565,0.9801796604582165,📉 MOVING AWAY,60,success
78,832,489,87,58,5046,0.9801796604582165,📉 MOVING AWAY,60,success
79,834,488,87,58,5046,0.9611297426158631,📉 MOVING AWAY,22,success
80,835,488,87,58,5046,0.9805648713079317,📉 MOVING AWAY,61,success
81,838,490,83,55,4565,1.0,📉 MOVING AWAY,100,success
82,838,490,83,55,4565,1.0202211291882122,📈 GETTING CLOSER,40,success
83,838,490,83,55,4565,1.0,📉 MOVING AWAY,100,success
84,838,491,83,55,4565,0.9797788708117879,📉 MOVING AWAY,59,success
85,838,491,83,55,4565,0.9405389813746496,📉 MOVING AWAY,0,success
86,838,491,83,55,4565,0.9405389813746496,📉 MOVING AWAY,0,success
87,838,491,83,55,4565,0.9405389813746496,📉 MOVING AWAY,0,success
88,838,492,83,55,4565,0.959557741623576,📉 MOVING AWAY,19,success
89,839,492,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
90,839,492,83,55,4565,1.0,📉 MOVING AWAY,100,success
91,841,492,83,55,4565,1.0,📉 MOVING AWAY,100,success
92,841,490,87,58,5046,1.0210733844468785,📈 GETTING CLOSER,42,success
93,844,491,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
94,846,492,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
95,846,492,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
96,847,493,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
97,848,494,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
98,851,494,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
99,851,494,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
100,853,494,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
101,852,492,87,58,5046,1.0,📉 MOVING AWAY,100,success
102,855,493,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
103,855,494,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
104,856,494,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
105,856,496,83,55,4565,1.0210733844468785,📈 GETTING CLOSER,42,success
106,856,496,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
107,857,497,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
108,858,497,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
109,859,497,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
110,859,496,83,55,4565,0.9793615378014245,📉 MOVING AWAY,58,success
111,861,496,83,55,4565,1.0,📉 MOVING AWAY,100,success
112,862,495,83,55,4565,1.0,📉 MOVING AWAY,100,success
113,861,494,87,58,5046,1.0210733844468785,📈 GETTING CLOSER,42,success
114,862,493,87,58,5046,1.0421467688937567,📈 GETTING CLOSER,84,success
115,863,493,87,58,5046,1.0632201533406354,📈 GETTING CLOSER,100,success
116,861,492,91,61,5551,1.1064184008762323,📈 GETTING CLOSER,100,success
117,863,492,91,61,5551,1.149616648411829,📈 GETTING CLOSER,100,success
118,863,492,91,61,5551,1.147558568608942,📈 GETTING CLOSER,100,success
119,865,493,87,58,5046,1.124353638542061,📈 GETTING CLOSER,100,success
120,865,493,87,58,5046,1.1020685676611175,📈 GETTING CLOSER,100,success
121,864,493,87,58,5046,1.0390433198701194,📈 GETTING CLOSER,78,success
122,864,493,87,58,5046,0.9807545731707317,📉 MOVING AWAY,61,success
123,862,493,87,58,5046,0.9433538979248458,📉 MOVING AWAY,0,success
124,862,493,87,58,5046,0.9433538979248458,📉 MOVING AWAY,0,success
125,861,493,87,58,5046,0.9433538979248458,📉 MOVING AWAY,0,success
126,860,493,87,58,5046,0.9615091463414634,📉 MOVING AWAY,23,success
127,859,492,87,58,5046,0.9803769185933554,📉 MOVING AWAY,60,success
128,857,492,87,58,5046,1.0,📉 MOVING AWAY,100,success
129,855,491,91,61,5551,1.0200158541418947,📈 GETTING CLOSER,40,success
130,855,492,87,58,5046,1.0200158541418947,📈 GETTING CLOSER,40,success
131,854,492,87,58,5046,1.0200158541418947,📈 GETTING CLOSER,40,success
132,851,493,87,58,5046,1.0200158541418947,📈 GETTING CLOSER,40,success
133,850,493,87,58,5046,1.0200158541418947,📈 GETTING CLOSER,40,success
134,850,493,87,58,5046,0.9803769185933554,📉 MOVING AWAY,60,success
135,849,493,87,58,5046,0.9803769185933554,📉 MOVING AWAY,60,success
136,847,493,87,58,5046,0.9803769185933554,📉 MOVING AWAY,60,success
137,846,493,87,58,5046,0.9803769185933554,📉 MOVING AWAY,60,success
138,845,493,87,58,5046,0.9803769185933554,📉 MOVING AWAY,60,success
139,844,493,87,58,5046,1.0,📉 MOVING AWAY,100,success
140,843,493,87,58,5046,1.0,📉 MOVING AWAY,100,success
141,841,492,91,61,5551,1.0200158541418947,📈 GETTING CLOSER,40,success
142,841,492,91,61,5551,1.040031708283789,📈 GETTING CLOSER,80,success
143,839,491,91,61,5551,1.0600475624256838,📈 GETTING CLOSER,100,success
144,837,490,96,64,6144,1.1035671819262782,📈 GETTING CLOSER,100,success
145,836,489,96,64,6144,1.1470868014268727,📈 GETTING CLOSER,100,success
146,836,487,96,64,6144,1.1476199727996892,📈 GETTING CLOSER,100,success
147,838,488,91,61,5551,1.1255335365853658,📈 GETTING CLOSER,100,success
148,836,486,96,64,6144,1.126453542718265,📈 GETTING CLOSER,100,success
149,835,484,96,64,6144,1.0820313902955858,📈 GETTING CLOSER,100,success
150,837,485,91,61,5551,1.0204899623371688,📈 GETTING CLOSER,40,success
151,835,481,96,64,6144,1.0,📉 MOVING AWAY,100,success
152,835,480,96,64,6144,1.0200785535315229,📈 GETTING CLOSER,40,success
153,835,480,96,64,6144,1.0,📉 MOVING AWAY,100,success
154,837,480,91,61,5551,0.9803166594748898,📉 MOVING AWAY,60,success
155,836,478,96,64,6144,1.0200785535315229,📈 GETTING CLOSER,40,success
156,835,476,96,64,6144,1.0200785535315229,📈 GETTING CLOSER,40,success
157,835,476,96,64,6144,1.0,📉 MOVING AWAY,100,success
158,835,476,96,64,6144,1.0,📉 MOVING AWAY,100,success
159,832,474,101,67,6767,1.0612514390194352,📈 GETTING CLOSER,100,success
160,833,474,101,67,6767,1.0610415905997943,📈 GETTING CLOSER,100,success
161,833,473,101,67,6767,1.0817207156371362,📈 GETTING CLOSER,100,success
162,831,471,106,70,7420,1.1240747502240516,📈 GETTING CLOSER,100,success
163,832,469,106,70,7420,1.166428784810967,📈 GETTING CLOSER,100,success
164,835,470,101,67,6767,1.1211753820629804,📈 GETTING CLOSER,100,success
165,833,468,106,70,7420,1.1197522367515487,📈 GETTING CLOSER,100,success
166,833,468,106,70,7420,1.1183835036361962,📈 GETTING CLOSER,100,success
167,835,470,101,67,6767,1.0569614646390078,📈 GETTING CLOSER,100,success
168,833,468,106,70,7420,1.0185822828035629,📈 GETTING CLOSER,37,success
169,836,470,101,67,6767,1.0185822828035629,📈 GETTING CLOSER,37,success
170,834,468,106,70,7420,1.0,📉 MOVING AWAY,100,success
171,837,470,101,67,6767,0.9641671468159245,📉 MOVING AWAY,28,success
172,834,468,106,70,7420,1.0,📉 MOVING AWAY,100,success
173,835,468,106,70,7420,1.0,📉 MOVING AWAY,100,success
174,836,468,106,70,7420,1.018243280996815,📈 GETTING CLOSER,36,success
175,839,470,101,67,6767,1.0,📉 MOVING AWAY,100,success
176,840,470,101,67,6767,1.0185822828035629,📈 GETTING CLOSER,37,success
177,840,471,101,67,6767,0.9817567190031848,📉 MOVING AWAY,63,success
178,841,471,101,67,6767,0.9635134380063698,📉 MOVING AWAY,27,success
179,842,471,101,67,6767,0.928334293631849,📉 MOVING AWAY,0,success
180,842,471,101,67,6767,0.9452701570095546,📉 MOVING AWAY,0,success
181,842,471,101,67,6767,0.9452701570095546,📉 MOVING AWAY,0,success
182,843,471,101,67,6767,0.9628354343928744,📉 MOVING AWAY,25,success
183,843,470,101,67,6767,0.981065877986546,📉 MOVING AWAY,62,success
184,843,470,101,67,6767,1.0,📉 MOVING AWAY,100,success
185,843,470,101,67,6767,1.0,📉 MOVING AWAY,100,success
186,840,467,106,70,7420,1.019299541894488,📈 GETTING CLOSER,38,success
187,841,466,106,70,7420,1.0385990837889758,📈 GETTING CLOSER,77,success
188,842,465,106,70,7420,1.057898625683464,📈 GETTING CLOSER,100,success
189,842,465,106,70,7420,1.0771981675779518,📈 GETTING CLOSER,100,success
190,842,466,106,70,7420,1.0964977094724397,📈 GETTING CLOSER,100,success
191,842,467,106,70,7420,1.0757364880538158,📈 GETTING CLOSER,100,success
192,843,468,106,70,7420,1.0557468484106884,📈 GETTING CLOSER,100,success
193,843,468,106,70,7420,1.03648656199363,📈 GETTING CLOSER,72,success
194,844,469,106,70,7420,1.0179164265920377,📈 GETTING CLOSER,35,success
195,844,469,106,70,7420,1.0,📉 MOVING AWAY,100,success
196,845,469,106,70,7420,1.0,📉 MOVING AWAY,100,success
197,846,469,106,70,7420,1.0,📉 MOVING AWAY,100,success
198,847,469,106,70,7420,1.0,📉 MOVING AWAY,100,success
199,847,469,106,70,7420,1.0,📉 MOVING AWAY,100,success
200,848,469,106,70,7420,1.0,📉 MOVING AWAY,100,success
201,849,469,106,70,7420,1.0,📉 MOVING AWAY,100,success
202,846,467,111,74,8214,1.021401617250674,📈 GETTING CLOSER,42,success
203,848,467,111,74,8214,1.0428032345013478,📈 GETTING CLOSER,85,success
204,849,468,111,74,8214,1.0642048517520215,📈 GETTING CLOSER,100,success
205,849,468,111,74,8214,1.0856064690026954,📈 GETTING CLOSER,100,success
206,850,469,111,74,8214,1.1070080862533693,📈 GETTING CLOSER,100,success
207,851,470,111,74,8214,1.0838127408032934,📈 GETTING CLOSER,100,success
208,852,470,111,74,8214,1.0615694789081886,📈 GETTING CLOSER,100,success
209,853,471,111,74,8214,1.0402208601387974,📈 GETTING CLOSER,80,success
210,852,470,111,74,8214,1.0197139735822822,📈 GETTING CLOSER,39,success
211,851,469,116,78,9048,1.0203067932797663,📈 GETTING CLOSER,40,success
212,852,469,116,78,9048,1.0406135865595325,📈 GETTING CLOSER,81,success
213,849,466,122,81,9882,1.081227173119065,📈 GETTING CLOSER,100,success
214,850,466,122,81,9882,1.1218407596785975,📈 GETTING CLOSER,100,success
215,850,466,122,81,9882,1.16245434623813,📈 GETTING CLOSER,100,success
216,851,466,122,81,9882,1.15922107674685,📈 GETTING CLOSER,100,success
217,853,468,116,78,9048,1.1365997472974871,📈 GETTING CLOSER,100,success
218,854,469,116,78,9048,1.0751249831103904,📈 GETTING CLOSER,100,success
219,853,469,116,78,9048,1.0181013152754266,📈 GETTING CLOSER,36,success
220,854,470,116,78,9048,0.9650622093753927,📉 MOVING AWAY,30,success
221,856,472,111,74,8214,0.9141551383399209,📉 MOVING AWAY,0,success
222,855,473,111,74,8214,0.896986166007905,📉 MOVING AWAY,0,success
223,853,473,111,74,8214,0.8951866281261783,📉 MOVING AWAY,0,success
224,853,474,111,74,8214,0.8933231005372216,📉 MOVING AWAY,0,success
225,849,472,116,78,9048,0.9094934236228676,📉 MOVING AWAY,0,success
226,845,470,122,81,9882,0.9812187542224022,📉 MOVING AWAY,62,success
227,844,471,122,81,9882,1.0382814651611127,📈 GETTING CLOSER,76,success
228,842,471,122,81,9882,1.0975712480696336,📈 GETTING CLOSER,100,success
229,841,471,122,81,9882,1.15922107674685,📈 GETTING CLOSER,100,success
230,840,471,122,81,9882,1.1791237113402062,📈 GETTING CLOSER,100,success
231,835,469,128,86,11008,1.1598274120995136,📈 GETTING CLOSER,100,success
232,835,469,128,86,11008,1.1419540229885057,📈 GETTING CLOSER,100,success
233,829,468,135,90,12150,1.1496972797817002,📈 GETTING CLOSER,100,success
234,826,466,141,94,13254,1.1796360342555994,📈 GETTING CLOSER,100,success
235,827,466,141,94,13254,1.2279700465492815,📈 GETTING CLOSER,100,success
236,828,469,135,90,12150,1.2232072186164318,📈 GETTING CLOSER,100,success
237,826,470,135,90,12150,1.2186520072780769,📈 GETTING CLOSER,100,success
238,826,471,135,90,12150,1.1674021880215093,📈 GETTING CLOSER,100,success
239,822,469,141,94,13254,1.098705106279013,📈 GETTING CLOSER,100,success
240,825,472,135,90,12150,1.0194481985694037,📈 GETTING CLOSER,38,success
241,825,473,135,90,12150,1.0006147275786204,📉 MOVING AWAY,100,success
242,824,473,135,90,12150,0.9824645001429524,📉 MOVING AWAY,64,success
243,823,473,135,90,12150,0.9824645001429524,📉 MOVING AWAY,64,success
244,820,471,141,94,13254,0.9824645001429524,📉 MOVING AWAY,64,success
245,821,470,141,94,13254,1.0178484819090117,📈 GETTING CLOSER,35,success
246,820,471,141,94,13254,1.0356969638180231,📈 GETTING CLOSER,71,success
247,817,469,148,99,14652,1.0761470559705113,📈 GETTING CLOSER,100,success
248,819,470,148,99,14652,1.1165971481229995,📈 GETTING CLOSER,100,success
249,820,470,148,99,14652,1.139198758366476,📈 GETTING CLOSER,100,success
250,816,468,156,104,16224,1.166396645382636,📈 GETTING CLOSER,100,success
251,819,468,156,104,16224,1.192657113421373,📈 GETTING CLOSER,100,success
252,819,468,156,104,16224,1.171444023796647,📈 GETTING CLOSER,100,success
253,818,469,156,104,16224,1.1517678742072799,📈 GETTING CLOSER,100,success
254,818,469,156,104,16224,1.151226158038147,📈 GETTING CLOSER,100,success
255,818,469,156,104,16224,1.1046654138410001,📈 GETTING CLOSER,100,success
256,818,469,156,104,16224,1.0617245170409926,📈 GETTING CLOSER,100,success
257,823,471,148,99,14652,1.0201600492459217,📈 GETTING CLOSER,40,success
258,822,472,148,99,14652,0.9802383466586212,📉 MOVING AWAY,60,success
259,826,474,141,94,13254,0.9246301775147929,📉 MOVING AWAY,0,success
260,826,475,141,94,13254,0.88801775147929,📉 MOVING AWAY,0,success
261,826,474,141,94,13254,0.851405325443787,📉 MOVING AWAY,0,success
262,830,477,135,90,12150,0.8367777945391461,📉 MOVING AWAY,0,success
263,831,478,135,90,12150,0.8215604801477377,📉 MOVING AWAY,0,success
264,833,478,135,90,12150,0.8393728501719863,📉 MOVING AWAY,0,success
265,833,478,135,90,12150,0.8586540063301682,📉 MOVING AWAY,0,success
266,835,478,135,90,12150,0.8795934323690383,📉 MOVING AWAY,0,success
267,835,478,135,90,12150,0.9126554894537589,📉 MOVING AWAY,0,success
268,833,475,141,94,13254,0.9655333895288939,📉 MOVING AWAY,31,success
269,834,475,141,94,13254,1.0,📉 MOVING AWAY,100,success
270,834,475,141,94,13254,1.0356969638180231,📈 GETTING CLOSER,71,success
271,833,473,148,99,14652,1.0957037037037036,📈 GETTING CLOSER,100,success
272,834,473,148,99,14652,1.1368888888888888,📈 GETTING CLOSER,100,success
273,839,476,141,94,13254,1.1165971481229995,📈 GETTING CLOSER,100,success
274,840,476,141,94,13254,1.0970170589917088,📈 GETTING CLOSER,100,success
275,841,476,141,94,13254,1.078111829165496,📈 GETTING CLOSER,100,success
276,840,474,148,99,14652,1.037587885343429,📈 GETTING CLOSER,75,success
277,841,474,148,99,14652,1.0,📉 MOVING AWAY,100,success
278,848,476,141,94,13254,1.0,📉 MOVING AWAY,100,success
279,846,474,148,99,14652,1.0202415081226652,📈 GETTING CLOSER,40,success
280,852,476,141,94,13254,1.0202415081226652,📈 GETTING CLOSER,40,success
281,851,474,148,99,14652,1.0202415081226652,📈 GETTING CLOSER,40,success
282,857,476,141,94,13254,1.0,📉 MOVING AWAY,100,success
283,860,476,141,94,13254,1.0,📉 MOVING AWAY,100,success
284,862,475,141,94,13254,0.9603201634877385,📉 MOVING AWAY,20,success
285,864,475,141,94,13254,0.9603201634877385,📉 MOVING AWAY,20,success
286,872,477,135,90,12150,0.9248126702997276,📉 MOVING AWAY,0,success
287,877,478,128,86,11008,0.9110126545623026,📉 MOVING AWAY,0,success
288,882,479,122,81,9882,0.8621897894767324,📉 MOVING AWAY,0,success
289,885,480,116,78,9048,0.8178459537743098,📉 MOVING AWAY,0,success
290,888,480,116,78,9048,0.7556895430631909,📉 MOVING AWAY,0,success
291,888,477,122,81,9882,0.7499002547340637,📉 MOVING AWAY,0,success
292,891,479,116,78,9048,0.745518118245391,📉 MOVING AWAY,0,success
293,889,474,128,86,11008,0.806643380130315,📉 MOVING AWAY,0,success
294,896,479,116,78,9048,0.8679483936250948,📉 MOVING AWAY,0,success
295,902,479,116,78,9048,0.9393382352941175,📉 MOVING AWAY,0,success
296,901,477,122,81,9882,0.9829336170909387,📉 MOVING AWAY,65,success
297,905,477,122,81,9882,1.0417839174554446,📈 GETTING CLOSER,83,success
298,910,477,122,81,9882,0.993920972644377,📉 MOVING AWAY,87,success
299,910,477,122,81,9882,1.0112836740642046,📈 GETTING CLOSER,22,success
300,912,477,122,81,9882,1.0286463754840323,📈 GETTING CLOSER,57,success
301,918,477,122,81,9882,1.0286463754840323,📈 GETTING CLOSER,57,success
302,919,477,122,81,9882,1.0110911025620037,📈 GETTING CLOSER,22,success
303,926,477,122,81,9882,1.0349377906246073,📈 GETTING CLOSER,69,success
304,926,477,122,81,9882,1.0171689723320156,📈 GETTING CLOSER,34,success
305,932,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
306,934,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
307,939,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
308,940,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
309,945,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
310,947,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
311,951,476,122,81,9882,1.0,📉 MOVING AWAY,100,success
312,955,478,116,78,9048,0.9831208257437767,📉 MOVING AWAY,66,success
313,961,478,116,78,9048,0.9662416514875531,📉 MOVING AWAY,32,success
314,961,478,116,78,9048,0.9493624772313297,📉 MOVING AWAY,0,success
315,962,478,116,78,9048,0.9324833029751062,📉 MOVING AWAY,0,success
316,968,478,116,78,9048,0.9156041287188829,📉 MOVING AWAY,0,success
317,970,478,116,78,9048,0.9313241106719367,📉 MOVING AWAY,0,success
318,976,478,116,78,9048,0.9475933140630891,📉 MOVING AWAY,0,success
319,977,478,116,78,9048,0.9644410335124072,📉 MOVING AWAY,28,success
320,983,478,116,78,9048,0.9818986847245736,📉 MOVING AWAY,63,success
321,983,476,122,81,9882,1.0184350132625994,📈 GETTING CLOSER,36,success
322,986,478,116,78,9048,1.0184350132625994,📈 GETTING CLOSER,36,success
323,988,476,122,81,9882,1.0368700265251989,📈 GETTING CLOSER,73,success
324,990,478,116,78,9048,1.0368700265251989,📈 GETTING CLOSER,73,success
325,988,476,122,81,9882,1.0553050397877983,📈 GETTING CLOSER,100,success
326,992,478,116,78,9048,1.0181013152754266,📈 GETTING CLOSER,36,success
327,991,476,122,81,9882,1.036202630550853,📈 GETTING CLOSER,72,success
328,994,478,116,78,9048,1.0,📉 MOVING AWAY,100,success
329,996,478,116,78,9048,1.0,📉 MOVING AWAY,100,success
330,997,478,116,78,9048,0.9650622093753927,📉 MOVING AWAY,30,success
331,996,476,122,81,9882,1.0,📉 MOVING AWAY,100,success
332,996,476,122,81,9882,0.9825311046876964,📉 MOVING AWAY,65,success
333,998,476,122,81,9882,1.0177794832437963,📈 GETTING CLOSER,35,success
334,999,475,122,81,9882,1.0355589664875928,📈 GETTING CLOSER,71,success
335,1001,475,122,81,9882,1.072405261101706,📈 GETTING CLOSER,100,success
336,1008,477,116,78,9048,1.0355589664875928,📈 GETTING CLOSER,71,success
337,1010,477,116,78,9048,1.0177794832437963,📈 GETTING CLOSER,35,success
338,1011,475,122,81,9882,1.0,📉 MOVING AWAY,100,success
339,1011,475,122,81,9882,0.982831027667984,📉 MOVING AWAY,65,success
340,1012,475,122,81,9882,0.9662416514875531,📉 MOVING AWAY,32,success
341,1014,475,122,81,9882,1.0,📉 MOVING AWAY,100,success
342,1015,475,122,81,9882,1.0349377906246073,📈 GETTING CLOSER,69,success
343,1011,472,128,86,11008,1.0585228938879814,📈 GETTING CLOSER,100,success
344,1011,472,128,86,11008,1.0821079971513552,📈 GETTING CLOSER,100,success
345,1013,474,122,81,9882,1.0821079971513552,📈 GETTING CLOSER,100,success
346,1013,474,122,81,9882,1.0635293148880105,📈 GETTING CLOSER,100,success
347,1013,474,122,81,9882,1.0455778182554138,📈 GETTING CLOSER,91,success
348,1014,474,122,81,9882,1.0,📉 MOVING AWAY,100,success
349,1014,475,122,81,9882,0.95640896597112,📉 MOVING AWAY,12,success
350,1015,475,122,81,9882,0.95640896597112,📉 MOVING AWAY,12,success
351,1016,477,122,81,9882,0.95640896597112,📉 MOVING AWAY,12,success
352,1016,477,122,81,9882,0.95640896597112,📉 MOVING AWAY,12,success
353,1017,478,122,81,9882,0.9777188538863384,📉 MOVING AWAY,55,success
354,1017,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
355,1017,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
356,1018,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
357,1019,477,122,81,9882,1.0,📉 MOVING AWAY,100,success
358,1017,475,128,86,11008,1.022788909127707,📈 GETTING CLOSER,45,success
359,1016,474,128,86,11008,1.0455778182554138,📈 GETTING CLOSER,91,success
360,1012,470,135,90,12150,1.0914794575996762,📈 GETTING CLOSER,100,success
361,1011,470,128,86,11008,1.1142683667273832,📈 GETTING CLOSER,100,success
362,1013,469,128,86,11008,1.13705727585509,📈 GETTING CLOSER,100,success
363,1011,468,128,86,11008,1.1117223365521607,📈 GETTING CLOSER,100,success
364,1012,467,128,86,11008,1.0874917734505052,📈 GETTING CLOSER,100,success
365,1016,470,122,81,9882,0.9997033191173743,📉 MOVING AWAY,99,success
366,1020,471,122,81,9882,0.9588055797733217,📉 MOVING AWAY,17,success
367,1020,471,122,81,9882,0.9195471859314371,📉 MOVING AWAY,0,success
368,1027,475,116,78,9048,0.8846605674415293,📉 MOVING AWAY,0,success
369,1030,474,122,81,9882,0.8646185611049804,📉 MOVING AWAY,0,success
370,1032,474,122,81,9882,0.9009904662981787,📉 MOVING AWAY,0,success
371,1035,473,122,81,9882,0.9202091384405547,📉 MOVING AWAY,0,success
