frame,x,y,width,height,box_area,area_ratio,status,closer_chance,tracking
842,941,496,71,48,3408,1.0,📉 MOVING AWAY,100,success
843,937,495,75,50,3750,1.0200704225352113,📈 GETTING CLOSER,40,success
844,937,494,75,50,3750,1.0401408450704226,📈 GETTING CLOSER,80,success
845,936,493,75,50,3750,1.0602112676056337,📈 GETTING CLOSER,100,success
846,936,492,75,50,3750,1.080281690140845,📈 GETTING CLOSER,100,success
847,934,491,75,50,3750,1.1003521126760563,📈 GETTING CLOSER,100,success
848,935,490,75,50,3750,1.0787021056265103,📈 GETTING CLOSER,100,success
849,934,489,75,50,3750,1.0578876100203114,📈 GETTING CLOSER,100,success
850,934,489,75,50,3750,1.0378611756891398,📈 GETTING CLOSER,75,success
851,931,486,79,53,4187,1.0423185571490656,📈 GETTING CLOSER,84,success
852,931,485,79,53,4187,1.0466133333333334,📈 GETTING CLOSER,93,success
853,931,483,79,53,4187,1.06992,📈 GETTING CLOSER,100,success
854,931,482,79,53,4187,1.0932266666666668,📈 GETTING CLOSER,100,success
855,930,482,79,53,4187,1.1165333333333334,📈 GETTING CLOSER,100,success
856,933,480,75,50,3750,1.0683275134205452,📈 GETTING CLOSER,100,success
857,931,479,75,50,3750,1.0222686506318792,📈 GETTING CLOSER,44,success
858,929,478,79,53,4187,1.0,📉 MOVING AWAY,100,success
859,930,479,75,50,3750,0.9573616938237877,📉 MOVING AWAY,14,success
860,930,479,75,50,3750,0.9165034631000717,📉 MOVING AWAY,0,success
861,928,479,75,50,3750,0.9360425407356815,📉 MOVING AWAY,0,success
862,927,479,75,50,3750,0.9564328797168636,📉 MOVING AWAY,12,success
863,925,478,79,53,4187,0.9564328797168636,📉 MOVING AWAY,12,success
864,924,477,79,53,4187,1.0,📉 MOVING AWAY,100,success
865,924,478,79,53,4187,1.0455516756136967,📈 GETTING CLOSER,91,success
866,924,477,79,53,4187,1.0683275134205452,📈 GETTING CLOSER,100,success
867,924,476,79,53,4187,1.0911033512273935,📈 GETTING CLOSER,100,success
868,925,474,79,53,4187,1.0911033512273935,📈 GETTING CLOSER,100,success
869,926,473,79,53,4187,1.0668059518956379,📈 GETTING CLOSER,100,success
870,926,473,79,53,4187,1.0435671202831365,📈 GETTING CLOSER,87,success
871,927,470,79,53,4187,1.021319153088106,📈 GETTING CLOSER,42,success
872,928,470,79,53,4187,1.0,📉 MOVING AWAY,100,success
873,927,468,83,55,4565,1.018055887270122,📈 GETTING CLOSER,36,success
874,928,467,83,55,4565,1.0361117745402435,📈 GETTING CLOSER,72,success
875,928,467,83,55,4565,1.0541676618103655,📈 GETTING CLOSER,100,success
876,928,467,83,55,4565,1.0722235490804872,📈 GETTING CLOSER,100,success
877,928,467,83,55,4565,1.090279436350609,📈 GETTING CLOSER,100,success
878,929,469,79,53,4187,1.053206962886501,📈 GETTING CLOSER,100,success
879,928,469,79,53,4187,1.0174265824535522,📈 GETTING CLOSER,34,success
880,927,470,79,53,4187,0.9828719017626534,📉 MOVING AWAY,65,success
881,925,472,83,55,4565,0.9663206664587696,📉 MOVING AWAY,32,success
882,926,472,83,55,4565,0.9503176341730558,📉 MOVING AWAY,0,success
883,928,473,79,53,4187,0.9663206664587696,📉 MOVING AWAY,32,success
884,927,473,79,53,4187,0.9828719017626534,📉 MOVING AWAY,65,success
885,924,472,83,55,4565,1.0174265824535522,📈 GETTING CLOSER,34,success
886,923,474,87,58,5046,1.0396016781153474,📈 GETTING CLOSER,79,success
887,926,475,83,55,4565,1.0396016781153474,📈 GETTING CLOSER,79,success
