frame,pov_x,pov_y,front_x,front_y,rel_x,rel_y,tracking
740,1057,796,845,517,-212,-279,success
741,1058,795,844,517,-214,-278,success
742,1057,793,843,518,-214,-275,success
743,1059,792,842,519,-217,-273,success
744,1059,792,842,520,-217,-272,success
745,1058,792,842,520,-216,-272,success
746,1057,794,843,521,-214,-273,success
747,1062,793,844,522,-218,-271,success
748,1062,792,844,522,-218,-270,success
749,1063,792,844,523,-219,-269,success
750,1061,792,845,523,-216,-269,success
751,1063,791,845,523,-218,-268,success
752,1065,791,846,523,-219,-268,success
753,1066,792,846,523,-220,-269,success
754,1067,793,847,523,-220,-270,success
755,1069,793,848,523,-221,-270,success
756,1068,793,849,524,-219,-269,success
757,1071,794,850,524,-221,-270,success
758,1071,794,850,524,-221,-270,success
759,1071,794,853,524,-218,-270,success
760,1072,794,854,525,-218,-269,success
761,1069,795,857,525,-212,-270,success
762,1070,794,858,525,-212,-269,success
763,1067,795,862,524,-205,-271,success
764,1067,795,863,524,-204,-271,success
765,1065,796,864,524,-201,-272,success
766,1066,796,869,524,-197,-272,success
767,1065,797,871,523,-194,-274,success
768,1064,797,875,523,-189,-274,success
769,1063,796,877,523,-186,-273,success
770,1058,799,880,523,-178,-276,success
771,1054,798,883,522,-171,-276,success
772,1053,796,885,522,-168,-274,success
773,1054,793,888,522,-166,-271,success
774,1049,795,891,522,-158,-273,success
775,1050,793,892,522,-158,-271,success
776,1048,792,894,523,-154,-269,success
777,1048,792,898,522,-150,-270,success
778,1048,793,900,522,-148,-271,success
779,1048,793,904,522,-144,-271,success
780,1047,793,905,522,-142,-271,success
781,1041,792,909,522,-132,-270,success
782,1042,791,911,521,-131,-270,success
783,1037,790,914,521,-123,-269,success
784,1035,791,916,521,-119,-270,success
785,1034,790,917,520,-117,-270,success
786,1034,791,920,521,-114,-270,success
787,1033,791,923,521,-110,-270,success
788,1034,790,927,521,-107,-269,success
789,1035,791,928,521,-107,-270,success
790,1035,790,931,521,-104,-269,success
791,1034,791,933,522,-101,-269,success
792,1035,791,935,521,-100,-270,success
793,1035,792,940,521,-95,-271,success
794,1035,792,941,521,-94,-271,success
795,1034,792,943,521,-91,-271,success
796,1033,792,947,521,-86,-271,success
797,1033,792,950,521,-83,-271,success
798,1033,791,954,521,-79,-270,success
799,1033,792,957,520,-76,-272,success
800,1033,792,959,520,-74,-272,success
801,1032,792,962,520,-70,-272,success
802,1033,792,965,520,-68,-272,success
803,1032,792,970,520,-62,-272,success
804,1032,792,973,520,-59,-272,success
805,1031,792,973,520,-58,-272,success
806,1030,792,979,520,-51,-272,success
807,1028,792,982,521,-46,-271,success
808,1029,792,986,521,-43,-271,success
809,1031,792,987,522,-44,-270,success
810,1032,791,990,521,-42,-270,success
811,1032,789,993,521,-39,-268,success
812,1032,787,994,521,-38,-266,success
813,1031,787,997,521,-34,-266,success
814,1030,787,997,521,-33,-266,success
815,1027,784,1000,520,-27,-264,success
816,1028,783,1002,520,-26,-263,success
817,1029,783,1002,520,-27,-263,success
818,1031,783,1004,519,-27,-264,success
819,1033,781,1003,519,-30,-262,success
820,1030,784,1003,519,-27,-265,success
821,1032,783,1003,519,-29,-264,success
822,1031,783,1003,519,-28,-264,success
823,1031,783,1002,520,-29,-263,success
824,1031,781,1002,520,-29,-261,success
825,1032,782,1000,520,-32,-262,success
826,1033,782,999,520,-34,-262,success
827,1034,783,998,520,-36,-263,success
828,1032,782,996,520,-36,-262,success
829,1033,782,996,520,-37,-262,success
830,1034,782,994,520,-40,-262,success
831,1034,782,992,520,-42,-262,success
832,1033,782,991,519,-42,-263,success
833,1034,782,989,519,-45,-263,success
834,1033,782,987,519,-46,-263,success
835,1034,782,987,519,-47,-263,success
836,1034,783,984,519,-50,-264,success
837,1034,782,983,519,-51,-263,success
838,1036,783,980,519,-56,-264,success
839,1038,783,978,519,-60,-264,success
840,1038,782,977,519,-61,-263,success
841,1038,784,975,518,-63,-266,success
842,1038,783,974,518,-64,-265,success
843,1039,784,973,517,-66,-267,success
844,1037,785,971,517,-66,-268,success
845,1037,787,971,516,-66,-271,success
846,1037,787,970,515,-67,-272,success
847,1036,788,969,515,-67,-273,success
848,1037,786,969,513,-68,-273,success
849,1036,788,969,512,-67,-276,success
850,1038,789,969,512,-69,-277,success
851,1039,788,967,511,-72,-277,success
852,1036,790,967,508,-69,-282,success
853,1035,789,966,507,-69,-282,success
854,1035,791,966,506,-69,-285,success
855,1034,793,966,506,-68,-287,success
856,1036,791,966,503,-70,-288,success
857,1035,792,966,503,-69,-289,success
858,1036,792,965,502,-71,-290,success
859,1037,793,964,502,-73,-291,success
860,1038,793,963,502,-75,-291,success
861,1038,793,962,502,-76,-291,success
862,1038,794,962,502,-76,-292,success
863,1038,792,960,502,-78,-290,success
864,1037,793,960,502,-77,-291,success
865,1039,793,960,502,-79,-291,success
866,1037,794,959,501,-78,-293,success
867,1036,794,959,500,-77,-294,success
868,1039,794,960,500,-79,-294,success
869,1040,795,960,497,-80,-298,success
870,1039,796,961,497,-78,-299,success
871,1037,797,962,495,-75,-302,success
872,1038,799,963,494,-75,-305,success
873,1037,801,965,494,-72,-307,success
874,1039,801,965,493,-74,-308,success
875,1038,800,964,491,-74,-309,success
876,1039,799,965,491,-74,-308,success
877,1040,799,964,492,-76,-307,success
878,1040,798,964,493,-76,-305,success
879,1040,798,963,493,-77,-305,success
880,1040,797,962,494,-78,-303,success
881,1041,797,962,496,-79,-301,success
882,1040,797,962,496,-78,-301,success
883,1040,796,962,498,-78,-298,success
884,1041,796,962,498,-79,-298,success
885,1040,796,962,498,-78,-298,success
886,1042,796,962,499,-80,-297,success
887,1041,795,962,499,-79,-296,success
888,1042,795,962,501,-80,-294,success
889,1043,795,963,501,-80,-294,success
890,1042,796,964,501,-78,-295,success
891,1043,795,964,502,-79,-293,success
892,1045,795,966,502,-79,-293,success
893,1044,795,967,503,-77,-292,success
894,1045,795,967,503,-78,-292,success
895,1044,795,968,503,-76,-292,success
896,1045,795,968,504,-77,-291,success
897,1045,796,969,505,-76,-291,success
898,1048,793,969,506,-79,-287,success
899,1047,796,969,507,-78,-289,success
900,1049,795,969,507,-80,-288,success
901,1049,796,968,511,-81,-285,success
902,1051,796,970,511,-81,-285,success
903,1052,795,970,512,-82,-283,success
904,1052,795,970,512,-82,-283,success
905,1054,795,971,512,-83,-283,success
906,1054,796,971,514,-83,-282,success
907,1054,795,971,514,-83,-281,success
908,1055,794,972,514,-83,-280,success
909,1054,794,972,514,-82,-280,success
910,1056,796,971,514,-85,-282,success
911,1061,797,972,513,-89,-284,success
912,1060,800,971,513,-89,-287,success
913,1063,801,969,514,-94,-287,success
914,1064,798,968,513,-96,-285,success
915,1067,800,967,513,-100,-287,success
916,1069,801,964,513,-105,-288,success
917,1070,799,963,513,-107,-286,success
918,1072,802,959,514,-113,-288,success
919,1076,802,957,513,-119,-289,success
920,1076,802,955,513,-121,-289,success
921,1079,802,952,513,-127,-289,success
922,1081,801,948,514,-133,-287,success
923,1083,801,944,513,-139,-288,success
924,1086,801,940,513,-146,-288,success
925,1087,801,937,514,-150,-287,success
926,1085,801,932,513,-153,-288,success
927,1091,800,926,513,-165,-287,success
928,1094,799,921,513,-173,-286,success
929,1092,798,917,513,-175,-285,success
930,1093,798,915,513,-178,-285,success
931,1096,797,907,513,-189,-284,success
932,1095,796,906,513,-189,-283,success
933,1095,794,899,513,-196,-281,success
934,1096,791,894,514,-202,-277,success
935,1094,787,891,514,-203,-273,success
936,1093,788,884,516,-209,-272,success
937,1092,788,882,517,-210,-271,success
938,1086,792,877,519,-209,-273,success
939,1105,797,874,520,-231,-277,success
940,1105,797,874,520,-231,-277,success
941,1100,797,870,520,-230,-277,success
942,1096,799,869,520,-227,-279,success
943,1058,800,868,520,-190,-280,success
944,1032,797,867,520,-165,-277,success
945,1009,794,867,520,-142,-274,success
946,997,799,867,521,-130,-278,success
947,989,799,868,520,-121,-279,success
948,987,798,868,520,-119,-278,success
949,987,795,868,518,-119,-277,success
950,987,792,868,518,-119,-274,success
951,998,793,870,517,-128,-276,success
952,1005,793,871,517,-134,-276,success
953,1074,795,872,516,-202,-279,success
954,1065,795,873,515,-192,-280,success
955,1077,796,874,515,-203,-281,success
956,1079,799,877,516,-202,-283,success
957,1082,799,879,514,-203,-285,success
958,1075,798,883,513,-192,-285,success
959,1077,798,883,513,-194,-285,success
960,1073,799,885,512,-188,-287,success
961,1068,800,889,512,-179,-288,success
962,1070,797,890,512,-180,-285,success
963,1068,797,894,512,-174,-285,success
964,1066,797,898,513,-168,-284,success
965,1064,796,901,514,-163,-282,success
966,1064,796,905,514,-159,-282,success
967,1060,797,907,515,-153,-282,success
968,1061,797,912,517,-149,-280,success
969,1060,797,914,517,-146,-280,success
970,1060,797,914,518,-146,-279,success
971,1057,797,919,518,-138,-279,success
972,1055,795,922,518,-133,-277,success
973,1052,792,925,518,-127,-274,success
974,1052,793,926,518,-126,-275,success
975,1051,794,929,519,-122,-275,success
976,1050,792,930,517,-120,-275,success
977,1050,794,933,517,-117,-277,success
978,1051,795,935,517,-116,-278,success
979,1051,796,937,517,-114,-279,success
980,1051,797,937,516,-114,-281,success
981,1050,797,941,516,-109,-281,success
982,1049,797,944,515,-105,-282,success
983,1049,797,948,515,-101,-282,success
984,1048,797,951,515,-97,-282,success
985,1047,797,953,515,-94,-282,success
986,1046,796,958,516,-88,-280,success
987,1046,796,962,516,-84,-280,success
988,1046,798,966,517,-80,-281,success
989,1045,795,970,518,-75,-277,success
990,1044,792,971,518,-73,-274,success
991,1044,794,976,519,-68,-275,success
992,1043,795,976,519,-67,-276,success
993,1046,795,979,519,-67,-276,success
994,1047,796,979,518,-68,-278,success
995,1047,796,979,518,-68,-278,success
996,1048,797,979,514,-69,-283,success
997,1049,797,979,514,-70,-283,success
998,1049,798,978,510,-71,-288,success
999,1051,798,977,510,-74,-288,success
1000,1051,798,976,508,-75,-290,success
1001,1050,800,975,504,-75,-296,success
1002,1052,801,975,504,-77,-297,success
1003,1051,802,975,501,-76,-301,success
1004,1053,801,975,501,-78,-300,success
1005,1054,802,974,501,-80,-301,success
1006,1056,802,973,499,-83,-303,success
1007,1054,802,973,499,-81,-303,success
1008,1058,800,973,500,-85,-300,success
1009,1058,800,973,500,-85,-300,success
1010,1058,800,973,501,-85,-299,success
1011,1056,799,974,503,-82,-296,success
1012,1053,799,975,504,-78,-295,success
1013,1048,797,979,512,-69,-285,success
1014,1046,795,979,512,-67,-283,success
1015,1047,795,979,515,-68,-280,success
1016,1049,793,980,518,-69,-275,success
1017,1050,792,980,519,-70,-273,success
1018,1049,786,979,520,-70,-266,success
1019,1049,782,978,520,-71,-262,success
1020,1047,780,978,520,-69,-260,success
1021,1050,776,975,520,-75,-256,success
1022,1050,774,974,520,-76,-254,success
1023,1055,776,970,519,-85,-257,success
1024,1055,781,967,519,-88,-262,success
1025,1053,785,965,519,-88,-266,success
1026,1053,787,962,518,-91,-269,success
1027,1054,788,960,517,-94,-271,success
1028,1058,792,955,516,-103,-276,success
1029,1059,793,954,516,-105,-277,success
1030,1061,793,952,516,-109,-277,success
1031,1064,792,950,516,-114,-276,success
1032,1063,793,948,516,-115,-277,success
1033,1063,793,947,517,-116,-276,success
1034,1063,792,946,517,-117,-275,success
1035,1063,792,945,518,-118,-274,success
1036,1061,792,944,518,-117,-274,success
1037,1058,794,943,518,-115,-276,success
1038,1059,793,940,518,-119,-275,success
1039,1058,794,939,519,-119,-275,success
1040,1058,794,937,519,-121,-275,success
1041,1060,795,934,518,-126,-277,success
1042,1059,796,932,518,-127,-278,success
1043,1059,797,928,518,-131,-279,success
1044,1058,800,927,518,-131,-282,success
1045,1059,801,923,518,-136,-283,success
1046,1056,804,919,518,-137,-286,success
1047,1055,807,918,517,-137,-290,success
1048,1054,804,913,517,-141,-287,success
1049,1053,803,909,517,-144,-286,success
1050,1055,801,904,517,-151,-284,success
1051,1055,801,900,517,-155,-284,success
1052,1053,802,896,517,-157,-285,success
1053,1052,802,891,518,-161,-284,success
1054,1050,800,887,517,-163,-283,success
1055,1050,803,884,517,-166,-286,success
1056,1050,803,882,517,-168,-286,success
1057,1049,802,879,517,-170,-285,success
1058,1048,805,876,517,-172,-288,success
1059,1048,804,874,517,-174,-287,success
1060,1048,804,872,517,-176,-287,success
1061,1050,802,870,517,-180,-285,success
1062,1049,802,868,517,-181,-285,success
1063,1049,802,867,518,-182,-284,success
1064,1049,802,864,518,-185,-284,success
1065,1049,802,863,518,-186,-284,success
1066,1049,802,862,518,-187,-284,success
1067,1049,802,861,518,-188,-284,success
1068,1049,802,859,518,-190,-284,success
1069,1049,803,859,518,-190,-285,success
1070,1049,803,858,518,-191,-285,success
1071,1048,803,856,518,-192,-285,success
1072,1047,802,854,518,-193,-284,success
1073,1047,802,853,519,-194,-283,success
1074,1047,802,853,519,-194,-283,success
1075,1046,802,851,520,-195,-282,success
1076,1046,801,851,521,-195,-280,success
1077,1047,801,849,523,-198,-278,success
1078,1046,800,847,524,-199,-276,success
1079,1047,800,846,525,-201,-275,success
1080,1046,799,845,525,-201,-274,success
1081,1045,799,842,526,-203,-273,success
1082,1046,799,842,526,-204,-273,success
1083,1045,798,839,526,-206,-272,success
1084,1046,799,838,527,-208,-272,success
1085,1046,799,837,526,-209,-273,success
1086,1047,800,835,527,-212,-273,success
1087,1046,799,836,527,-210,-272,success
1088,1046,800,835,527,-211,-273,success
1089,1046,800,832,527,-214,-273,success
1090,1046,800,832,527,-214,-273,success
1091,1047,800,830,526,-217,-274,success
1092,1048,801,829,526,-219,-275,success
1093,1050,802,831,525,-219,-277,success
1094,1051,803,831,524,-220,-279,success
1095,1052,803,829,524,-223,-279,success
1096,1053,804,828,523,-225,-281,success
1097,1051,804,828,523,-223,-281,success
1098,1052,802,828,522,-224,-280,success
1099,1052,803,827,522,-225,-281,success
1100,1053,803,826,522,-227,-281,success
1101,1054,803,825,522,-229,-281,success
1102,1055,803,823,522,-232,-281,success
1103,1054,803,824,521,-230,-282,success
1104,1055,803,823,520,-232,-283,success
1105,1055,802,823,520,-232,-282,success
1106,1056,803,824,520,-232,-283,success
1107,1056,803,825,520,-231,-283,success
1108,1056,804,826,520,-230,-284,success
1109,1056,804,826,520,-230,-284,success
1110,1056,803,827,520,-229,-283,success
1111,1057,804,829,520,-228,-284,success
1112,1056,803,829,520,-227,-283,success
1113,1057,803,829,520,-228,-283,success
1114,1057,804,829,520,-228,-284,success
1115,1057,804,829,520,-228,-284,success
1116,1059,802,830,520,-229,-282,success
1117,1059,802,830,520,-229,-282,success
1118,1057,801,830,521,-227,-280,success
1119,1058,802,830,521,-228,-281,success
1120,1058,801,830,521,-228,-280,success
1121,1058,801,831,522,-227,-279,success
1122,1058,802,831,522,-227,-280,success
1123,1058,802,832,522,-226,-280,success
1124,1058,801,832,522,-226,-279,success
1125,1058,801,832,523,-226,-278,success
1126,1059,801,831,523,-228,-278,success
1127,1059,801,831,524,-228,-277,success
1128,1059,801,830,525,-229,-276,success
1129,1060,801,830,525,-230,-276,success
1130,1061,801,829,526,-232,-275,success
1131,1062,801,828,526,-234,-275,success
1132,1062,802,828,527,-234,-275,success
1133,1063,802,827,528,-236,-274,success
1134,1063,801,827,528,-236,-273,success
1135,1063,801,826,529,-237,-272,success
1136,1066,802,825,530,-241,-272,success
1137,1066,802,825,531,-241,-271,success
1138,1069,803,825,532,-244,-271,success
1139,1068,802,827,533,-241,-269,success
1140,1072,803,828,533,-244,-270,success
1141,1071,807,829,534,-242,-273,success
1142,1070,808,830,533,-240,-275,success
1143,1072,807,831,532,-241,-275,success
1144,1071,808,833,533,-238,-275,success
1145,1073,806,835,532,-238,-274,success
1146,1073,805,835,532,-238,-273,success
1147,1078,802,834,532,-244,-270,success
1148,1079,800,833,533,-246,-267,success
1149,1080,802,833,533,-247,-269,success
1150,1079,801,833,533,-246,-268,success
1151,1080,801,833,533,-247,-268,success
1152,1080,803,832,534,-248,-269,success
1153,1081,801,832,534,-249,-267,success
1154,1081,801,834,534,-247,-267,success
1155,1081,801,835,534,-246,-267,success
1156,1080,801,837,534,-243,-267,success
1157,1081,802,838,533,-243,-269,success
1158,1083,800,842,533,-241,-267,success
1159,1081,800,844,532,-237,-268,success
1160,1083,799,844,532,-239,-267,success
1161,1085,798,846,532,-239,-266,success
1162,1084,798,845,532,-239,-266,success
1163,1084,797,847,533,-237,-264,success
1164,1085,798,846,533,-239,-265,success
1165,1083,799,847,532,-236,-267,success
1166,1085,798,848,533,-237,-265,success
1167,1084,798,849,533,-235,-265,success
1168,1085,797,851,533,-234,-264,success
1169,1085,797,851,533,-234,-264,success
1170,1085,797,852,533,-233,-264,success
1171,1086,797,856,533,-230,-264,success
1172,1086,797,857,533,-229,-264,success
1173,1086,793,860,534,-226,-259,success
1174,1089,791,861,534,-228,-257,success
1175,1085,797,861,534,-224,-263,success
1176,1085,793,862,534,-223,-259,success
1177,1088,791,863,535,-225,-256,success
1178,1087,794,862,536,-225,-258,success
1179,1086,795,862,537,-224,-258,success
1180,1087,794,861,537,-226,-257,success
1181,1086,796,863,537,-223,-259,success
1182,1086,794,864,537,-222,-257,success
1183,1087,795,865,538,-222,-257,success
1184,1086,793,866,537,-220,-256,success
1185,1085,795,868,538,-217,-257,success
1186,1085,796,871,537,-214,-259,success
1187,1085,795,872,537,-213,-258,success
1188,1084,795,875,537,-209,-258,success
1189,1085,795,877,537,-208,-258,success
1190,1085,795,878,537,-207,-258,success
1191,1084,796,879,536,-205,-260,success
1192,1083,797,880,536,-203,-261,success
1193,1082,795,880,537,-202,-258,success
1194,1082,795,879,536,-203,-259,success
1195,1082,795,880,536,-202,-259,success
1196,1081,793,880,536,-201,-257,success
1197,1080,794,881,536,-199,-258,success
1198,1078,793,882,536,-196,-257,success
1199,1078,794,883,536,-195,-258,success
1200,1077,795,883,535,-194,-260,success
1201,1079,795,885,534,-194,-261,success
1202,1078,796,886,534,-192,-262,success
1203,1079,795,887,534,-192,-261,success
1204,1078,792,888,534,-190,-258,success
1205,1076,792,889,535,-187,-257,success
1206,1076,791,887,536,-189,-255,success
1207,1075,792,886,536,-189,-256,success
1208,1073,794,884,537,-189,-257,success
1209,1072,793,883,538,-189,-255,success
1210,1070,795,881,540,-189,-255,success
1211,1069,796,880,541,-189,-255,success
1212,1067,795,880,542,-187,-253,success
1213,1067,795,879,543,-188,-252,success
1214,1065,797,878,544,-187,-253,success
1215,1065,796,880,544,-185,-252,success
1216,1060,798,883,542,-177,-256,success
1217,1058,799,888,542,-170,-257,success
1218,1056,800,890,540,-166,-260,success
1219,1056,800,893,540,-163,-260,success
1220,1055,799,895,539,-160,-260,success
1221,1055,799,898,538,-157,-261,success
1222,1056,799,900,538,-156,-261,success
1223,1055,798,902,537,-153,-261,success
1224,1055,798,904,537,-151,-261,success
1225,1054,798,905,537,-149,-261,success
1226,1052,798,907,537,-145,-261,success
1227,1052,797,908,537,-144,-260,success
1228,1051,798,910,537,-141,-261,success
1229,1051,798,911,537,-140,-261,success
1230,1051,797,913,537,-138,-260,success
1231,1050,796,916,536,-134,-260,success
1232,1050,797,919,537,-131,-260,success
1233,1051,797,924,537,-127,-260,success
1234,1052,797,926,537,-126,-260,success
1235,1053,798,928,538,-125,-260,success
1236,1054,798,933,538,-121,-260,success
1237,1055,798,937,538,-118,-260,success
1238,1058,798,943,539,-115,-259,success
1239,1057,800,945,538,-112,-262,success
1240,1059,799,947,539,-112,-260,success
1241,1062,799,954,538,-108,-261,success
1242,1064,800,955,539,-109,-261,success
1243,1066,800,963,539,-103,-261,success
1244,1067,800,965,539,-102,-261,success
1245,1069,798,967,539,-102,-259,success
1246,1071,801,975,538,-96,-263,success
1247,1072,799,977,538,-95,-261,success
1248,1075,797,986,536,-89,-261,success
1249,1076,797,988,537,-88,-260,success
1250,1077,797,992,537,-85,-260,success
1251,1078,794,998,537,-80,-257,success
1252,1084,791,1001,538,-83,-253,success
1253,1085,788,1006,539,-79,-249,success
1254,1085,788,1008,539,-77,-249,success
1255,1085,789,1011,540,-74,-249,success
1256,1085,788,1021,540,-64,-248,success
1257,1087,788,1024,542,-63,-246,success
1258,1089,788,1032,539,-57,-249,success
1259,1089,788,1035,539,-54,-249,success
1260,1091,788,1040,539,-51,-249,success
1261,1095,787,1048,538,-47,-249,success
1262,1096,787,1052,539,-44,-248,success
1263,1097,787,1061,538,-36,-249,success
1264,1097,787,1064,538,-33,-249,success
1265,1091,785,1066,538,-25,-247,success
1266,1090,783,1075,536,-15,-247,success
1267,1089,781,1080,536,-9,-245,success
1268,1089,778,1086,535,-3,-243,success
1269,1087,777,1090,535,3,-242,success
1270,1088,780,1090,535,2,-245,success
1271,1087,776,1097,532,10,-244,success
1272,1087,770,1098,532,11,-238,success
1273,1090,769,1103,528,13,-241,success
1274,1090,769,1105,528,15,-241,success
1275,1094,770,1106,528,12,-242,success
1276,1097,770,1110,525,13,-245,success
1277,1100,769,1113,525,13,-244,success
1278,1100,773,1116,524,16,-249,success
1279,1099,777,1115,524,16,-253,success
1280,1098,775,1117,523,19,-252,success
1281,1097,772,1118,522,21,-250,success
1282,1096,773,1119,522,23,-251,success
1283,1098,772,1119,520,21,-252,success
1284,1098,772,1120,519,22,-253,success
1285,1099,772,1121,518,22,-254,success
1286,1100,771,1121,516,21,-255,success
1287,1100,772,1122,516,22,-256,success
1288,1099,772,1122,515,23,-257,success
1289,1098,773,1122,515,24,-258,success
1290,1099,772,1123,515,24,-257,success
1291,1097,771,1125,516,28,-255,success
1292,1098,770,1125,516,27,-254,success
1293,1098,769,1124,517,26,-252,success
1294,1099,769,1124,517,25,-252,success
1295,1100,768,1124,516,24,-252,success
1296,1099,769,1124,516,25,-253,success
1297,1097,770,1123,515,26,-255,success
1298,1098,770,1122,515,24,-255,success
1299,1099,769,1122,514,23,-255,success
1300,1098,771,1122,515,24,-256,success
1301,1099,773,1121,514,22,-259,success
1302,1098,775,1120,513,22,-262,success
1303,1097,776,1121,514,24,-262,success
1304,1095,778,1121,514,26,-264,success
1305,1094,778,1121,514,27,-264,success
1306,1093,778,1121,515,28,-263,success
1307,1093,780,1122,515,29,-265,success
1308,1093,780,1122,516,29,-264,success
1309,1093,782,1123,517,30,-265,success
1310,1093,783,1122,517,29,-266,success
1311,1093,783,1122,518,29,-265,success
1312,1093,783,1123,518,30,-265,success
1313,1096,781,1122,519,26,-262,success
1314,1095,781,1121,519,26,-262,success
1315,1096,781,1120,518,24,-263,success
1316,1097,782,1118,517,21,-265,success
1317,1099,782,1116,517,17,-265,success
1318,1101,783,1115,516,14,-267,success
1319,1100,785,1114,515,14,-270,success
1320,1101,786,1114,515,13,-271,success
1321,1102,785,1114,515,12,-270,success
1322,1102,785,1114,515,12,-270,success
1323,1104,783,1113,516,9,-267,success
1324,1104,782,1113,516,9,-266,success
1325,1105,780,1113,517,8,-263,success
1326,1103,779,1113,517,10,-262,success
1327,1100,775,1113,518,13,-257,success
1328,1097,776,1113,519,16,-257,success
1329,1096,777,1113,520,17,-257,success
1330,1100,780,1113,519,13,-261,success
1331,1113,779,1113,521,0,-258,success
1332,1114,779,1113,521,-1,-258,success
1333,1114,779,1113,522,-1,-257,success
1334,1115,781,1114,522,-1,-259,success
1335,1115,780,1113,522,-2,-258,success
1336,1113,781,1114,522,1,-259,success
1337,1110,779,1115,522,5,-257,success
1338,1106,777,1115,522,9,-255,success
1339,1101,778,1116,522,15,-256,success
1340,1098,779,1116,523,18,-256,success
1341,1098,782,1117,521,19,-261,success
1342,1098,783,1118,522,20,-261,success
1343,1091,784,1119,520,28,-264,success
1344,1091,782,1120,520,29,-262,success
1345,1083,782,1121,520,38,-262,success
1346,1079,780,1126,520,47,-260,success
1347,1080,783,1127,519,47,-264,success
1348,1083,782,1129,518,46,-264,success
1349,1085,781,1129,517,44,-264,success
1350,1084,780,1130,517,46,-263,success
1351,1081,782,1133,515,52,-267,success
1352,1081,782,1134,514,53,-268,success
1353,1078,780,1137,513,59,-267,success
1354,1076,781,1139,512,63,-269,success
1355,1078,781,1141,512,63,-269,success
1356,1081,779,1145,512,64,-267,success
1357,1081,778,1146,512,65,-266,success
1358,1084,779,1151,512,67,-267,success
1359,1086,781,1153,512,67,-269,success
1360,1090,784,1153,512,63,-272,success
1361,1092,787,1159,512,67,-275,success
1362,1093,788,1160,513,67,-275,success
1363,1091,791,1168,514,77,-277,success
1364,1090,795,1170,515,80,-280,success
1365,1087,794,1171,515,84,-279,success
1366,1090,791,1177,516,87,-275,success
1367,1089,795,1179,517,90,-278,success
1368,1089,798,1185,518,96,-280,success
1369,1088,799,1186,518,98,-281,success
1370,1086,799,1187,519,101,-280,success
1371,1088,793,1193,520,105,-273,success
1372,1085,794,1195,520,110,-274,success
1373,1086,790,1199,521,113,-269,success
1374,1082,792,1202,522,120,-270,success
1375,1084,791,1204,522,120,-269,success
1376,1085,790,1208,522,123,-268,success
1377,1085,790,1209,523,124,-267,success
1378,1085,790,1214,522,129,-268,success
1379,1085,789,1215,523,130,-266,success
1380,1086,790,1217,523,131,-267,success
1381,1085,790,1220,523,135,-267,success
1382,1086,791,1222,523,136,-268,success
1383,1089,793,1225,524,136,-269,success
1384,1090,795,1227,525,137,-270,success
1385,1091,794,1229,525,138,-269,success
1386,1094,795,1231,525,137,-270,success
1387,1095,804,1235,526,140,-278,success
1388,1102,803,1238,526,136,-277,success
1389,1102,799,1239,527,137,-272,success
1390,1103,794,1240,528,137,-266,success
1391,1104,791,1243,529,139,-262,success
1392,1103,794,1245,530,142,-264,success
1393,1102,793,1247,531,145,-262,success
1394,1104,794,1250,532,146,-262,success
1395,1103,793,1252,533,149,-260,success
1396,1102,794,1256,534,154,-260,success
1397,1103,794,1258,534,155,-260,success
1398,1102,795,1261,536,159,-259,success
1399,1102,793,1262,536,160,-257,success
1400,1102,794,1267,537,165,-257,success
1401,1103,793,1269,538,166,-255,success
1402,1102,794,1272,539,170,-255,success
1403,1101,793,1274,540,173,-253,success
1404,1100,795,1276,540,176,-255,success
1405,1102,793,1277,541,175,-252,success
1406,1100,794,1279,540,179,-254,success
1407,1100,794,1280,541,180,-253,success
1408,1102,794,1284,541,182,-253,success
1409,1101,795,1285,541,184,-254,success
1410,1100,795,1286,541,186,-254,success
1411,1102,794,1288,541,186,-253,success
1412,1103,795,1288,541,185,-254,success
1413,1103,796,1290,541,187,-255,success
1414,1103,795,1292,541,189,-254,success
1415,1104,795,1293,541,189,-254,success
1416,1103,796,1294,541,191,-255,success
1417,1105,796,1294,541,189,-255,success
1418,1106,797,1294,542,188,-255,success
1419,1108,797,1294,542,186,-255,success
1420,1108,800,1294,542,186,-258,success
1421,1107,801,1294,542,187,-259,success
1422,1109,801,1293,542,184,-259,success
1423,1109,805,1291,542,182,-263,success
1424,1111,806,1292,542,181,-264,success
1425,1112,805,1290,542,178,-263,success
1426,1111,809,1289,542,178,-267,success
1427,1115,809,1288,542,173,-267,success
1428,1115,810,1286,543,171,-267,success
1429,1115,810,1285,543,170,-267,success
1430,1116,810,1284,544,168,-266,success
1431,1117,812,1279,545,162,-267,success
1432,1116,812,1277,545,161,-267,success
1433,1116,811,1273,546,157,-265,success
1434,1117,812,1271,546,154,-266,success
1435,1117,811,1269,547,152,-264,success
1436,1117,811,1259,547,142,-264,success
1437,1117,812,1259,548,142,-264,success
1438,1116,811,1248,548,132,-263,success
1439,1115,811,1246,549,131,-262,success
1440,1116,810,1244,549,128,-261,success
1441,1116,811,1233,550,117,-261,success
1442,1117,811,1230,550,113,-261,success
1443,1116,810,1219,551,103,-259,success
1444,1116,810,1217,551,101,-259,success
1445,1116,810,1214,552,98,-258,success
1446,1115,810,1203,552,88,-258,success
1447,1116,809,1201,553,85,-256,success
1448,1116,809,1188,553,72,-256,success
